next_of_kin_id,applicant_id,next_of_kin_full_name,next_of_kin_relationship,next_of_kin_phone_number
Nk424060,Ap424060,Charlene Cisneros,Friend,7334360524
Nk698260,Ap698260,Megan Parks,Spouse,1893154128
Nk293259,Ap293259,David Cox,Friend,8818660298145
Nk375128,Ap375128,Shannon Wolfe,Spouse,13748364772182
Nk919471,Ap919471,Kimberly King,Sibling,2812976838326
Nk709719,Ap709719,Misty Martin,Sibling,4259447187
Nk970123,Ap970123,Trevor Cole,Friend,4565357014
Nk945038,Ap945038,Claudia Nielsen,Sibling,4552686005
Nk503832,Ap503832,Travis Lopez,Sibling,8966469825
Nk989097,Ap989097,Stephen Wilson,Spouse,18653040227
Nk729661,Ap729661,Shawn Smith,Spouse,0535705653
Nk281144,Ap281144,Alex Page,Spouse,17084127735
Nk911006,Ap911006,Olivia Howard,Parent,165107997378156
Nk350195,Ap350195,Jessica Johnson,Parent,6311781011
Nk243748,Ap243748,Eugene Pena,Parent,2029675838
Nk504032,Ap504032,Yolanda Phillips,Parent,2482012343
Nk132733,Ap132733,Mark Cruz,Parent,6599869659
Nk841040,Ap841040,Robert Smith,Parent,1330572826
Nk626338,Ap626338,Mrs. Dawn Russell MD,Spouse,1827728772650032
Nk209996,Ap209996,Matthew Alvarez,Spouse,50581533828141
Nk658221,Ap658221,Robert Warren,Spouse,1011835825
Nk649239,Ap649239,Jason Oconnor,Friend,001561866026348778
Nk656701,Ap656701,Kelly Ray,Parent,8875286892
Nk265873,Ap265873,Matthew Coleman,Friend,75979523931828
Nk810979,Ap810979,Tammie Leon,Spouse,0310793255
Nk999005,Ap999005,Mrs. Danielle Welch,Sibling,02952325615643
Nk533816,Ap533816,Nicole Flynn,Spouse,0011651468681
Nk813135,Ap813135,Ashley Ho,Parent,0012190205037004
Nk321888,Ap321888,William King,Sibling,00133959245694847
Nk885332,Ap885332,Aaron Lee,Friend,6480863350
Nk845453,Ap845453,Joshua Moreno,Spouse,249470234920540
Nk867950,Ap867950,Katie Heath,Spouse,14633403820699
Nk266472,Ap266472,Bruce Mora,Parent,0012247858071
Nk497710,Ap497710,Robert Booth,Friend,4139205400
Nk311760,Ap311760,James Fitzgerald,Parent,196153240564233
Nk222744,Ap222744,Belinda Gonzalez,Parent,2587946475
Nk975863,Ap975863,Matthew Benson,Spouse,54236828220792
Nk830051,Ap830051,Olivia Lee,Friend,81381724380242
Nk601946,Ap601946,Robert Curtis,Spouse,1932332429442028
Nk143001,Ap143001,Paige Mcdonald,Spouse,8505480293
Nk691652,Ap691652,Billy Carlson,Spouse,4200022887
Nk931460,Ap931460,Michael Patterson,Parent,16997243039889
Nk338506,Ap338506,Russell Espinoza,Spouse,9369876230
Nk853019,Ap853019,Bruce Jackson,Friend,033202698756185
Nk530789,Ap530789,Zachary Vega,Friend,00172507860183817
Nk756166,Ap756166,Daniel Parker,Sibling,5509887642881
Nk811998,Ap811998,Jacob Thompson,Sibling,6220108570
Nk752589,Ap752589,William Merritt,Spouse,0182556155
Nk599722,Ap599722,Amber Harris,Parent,7995633152749
Nk785117,Ap785117,Stephen Collins,Spouse,14796723517561
Nk658924,Ap658924,Andrew Brennan,Friend,0018743887099
Nk835457,Ap835457,Cameron Sanders DDS,Friend,854049940273134
Nk279352,Ap279352,Michael Pugh,Friend,3966114807
Nk910694,Ap910694,Candice Obrien,Spouse,4516038468
Nk966867,Ap966867,Jonathan Cole,Sibling,1825128774
Nk293283,Ap293283,Jeffrey Cooper,Friend,8259114954
Nk550195,Ap550195,Michelle Harris,Parent,1984604417141110
Nk869884,Ap869884,Gwendolyn Walters,Spouse,0014617601833
Nk531413,Ap531413,Howard Hansen,Parent,02795792674354
Nk403988,Ap403988,Jonathan Maxwell,Spouse,4666685648
Nk426898,Ap426898,Brandon Reed,Friend,619728256143209
Nk963561,Ap963561,Peter Russo,Parent,4975585260
Nk402186,Ap402186,Jacob Young,Sibling,1217914122968361
Nk161665,Ap161665,Laura Perez,Friend,7023225739
Nk346584,Ap346584,Ashley Ballard,Parent,349121628051673
Nk216953,Ap216953,Ralph Robinson,Parent,00145349441831840
Nk576072,Ap576072,Christopher Gonzales,Spouse,493862954316093
Nk782736,Ap782736,Paul Gregory,Spouse,0013349609028
Nk286626,Ap286626,Edward Forbes,Parent,3409512955750
Nk245271,Ap245271,Veronica Bender,Sibling,4985881723
Nk218533,Ap218533,Jasmine Snyder,Parent,4528248110053
Nk698069,Ap698069,Ryan Hines,Parent,16837521472894
Nk565966,Ap565966,Joyce Smith,Parent,3536362543517
Nk166262,Ap166262,Michael Baker,Friend,1009477107
Nk933032,Ap933032,Lauren Brennan,Friend,0989877942
Nk176898,Ap176898,Ellen Taylor,Parent,2500980972
Nk555699,Ap555699,Theresa Kelly,Parent,0016516389010
Nk249369,Ap249369,Joseph David Jr.,Friend,8497699003924
Nk654736,Ap654736,Daisy Allen,Spouse,1489016975
Nk388316,Ap388316,Jonathan Hayden,Sibling,1208368061
Nk107657,Ap107657,Danielle White,Friend,3835850650908
Nk577602,Ap577602,Matthew Rowland,Spouse,7426106033
Nk880977,Ap880977,Kenneth Dunn,Parent,9372574428
Nk474999,Ap474999,Laura Curry,Spouse,4393371892
Nk784191,Ap784191,Scott Henry,Spouse,18504669927062
Nk107906,Ap107906,Amy Bowers,Sibling,233149491153401
Nk423557,Ap423557,Connie Mays,Sibling,86966926471493
Nk678316,Ap678316,Amanda Lozano,Friend,0681597753
Nk893719,Ap893719,Steven Davis,Sibling,8426160031
Nk395804,Ap395804,Scott Shea,Sibling,1414231838954837
Nk568974,Ap568974,Katie Garcia,Friend,4584344718136
Nk946936,Ap946936,Lee Pollard,Parent,34559922396458
Nk815080,Ap815080,Megan Miller,Parent,1881489063110033
Nk727267,Ap727267,George Salinas,Friend,5856845830
Nk134701,Ap134701,Crystal Landry,Sibling,0018302771650
Nk183300,Ap183300,Kimberly Collier,Spouse,2628253812
Nk865537,Ap865537,Steven Thomas,Spouse,7001972074
Nk773034,Ap773034,Anna Jenkins,Sibling,0010795815211
Nk183560,Ap183560,Regina Wiley,Spouse,1315955738397466
Nk342615,Ap342615,Tara Arellano,Sibling,6714079025
Nk143642,Ap143642,James West,Friend,18054666878
Nk617083,Ap617083,Heather Martin,Sibling,32302288458586
Nk591036,Ap591036,Steven Parrish,Parent,13791999421677
Nk427304,Ap427304,Johnny Wilson,Friend,3408727132
Nk904034,Ap904034,Kimberly Rivera,Spouse,0126429264773
Nk465464,Ap465464,Jacob Collier,Spouse,00166893839368060
Nk713089,Ap713089,Jennifer Clay,Parent,0011643841555821
