application_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education,applicant_street_address,applicant_city,applicant_state,applicant_zip_code,applicant_phone_number,applicant_email_address,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number,next_of_kin_full_name,next_of_kin_relationship,next_of_kin_phone_number
USLW-APP-20241003-717,2024-10-03,Personal,26448.0,Medical Expenses,26.0,128-23-1213,Michael Stevenson,1983-04-28,Other,Single,Doctorate,024 Bush Springs Apt. 811,Marthafort,Arkansas,53095.0,4554202531516,kwise@gmail.com,Salaried,"Mullins, Wallace and Medina Corp.",17.3,24478.0,90530470.0,Alicia Stewart,Sibling,19068170677
USLW-APP-20250123-708,2025-01-23,Mortgage,361836.0,Refinance,281.0,527-77-3793,Chloe Steele,1989-06-07,Other,Widowed,Doctorate,297 Katie Forge Apt. 169,Rushmouth,Wisconsin,21318.0,0220252508139,smithdeborah@smith.com,Salaried,Gonzalez Inc Corp.,22.0,3619.0,83454149.0,Tami Mendez,Friend,0805241786
USLW-APP-20250126-171,2025-01-26,Small Business,237446.0,Working Capital,30.0,157-07-9817,John Simmons,1991-03-08,Male,Divorced,Master's Degree,31004 Thomas Ferry Suite 720,East Marialand,Wisconsin,71775.0,9682386818,raymond32@gonzalez-morton.net,Hourly,"Gibbs, Valentine and Alvarez Corp.",12.7,28987.0,82261142.0,Christopher Hughes,Parent,4818255263
USLW-APP-20241210-385,2024-12-10,Mortgage,68720.0,Refinance,242.0,261-21-8380,John Benitez,1987-11-16,Other,Widowed,Doctorate,1154 Kelli Squares Apt. 111,North Kirk,Virginia,73683.0,1109365400,mpratt@gmail.com,Salaried,"Barton, Hess and Lewis Corp.",10.1,5704.0,13474814.0,Joshua Turner,Sibling,1317329425720954
USLW-APP-20240527-927,2024-05-27,Personal,39307.0,Home Improvement,33.0,608-80-3503,Dana Curtis,1998-06-04,Female,Separated,Associate's Degree,790 Eric Courts Apt. 444,South Nicole,South Dakota,83864.0,0043093056,jessicagreen@ramirez-johnson.com,Salaried,Swanson-Thompson Corp.,18.0,6468.0,10338953.0,William Porter,Friend,4736363973
USLW-APP-20240406-516,2024-04-06,Personal,17747.0,Vacation,60.0,382-42-2772,Jacqueline Ellis,1955-06-26,Female,Single,Doctorate,588 Hall Trafficway Suite 647,Langtown,Iowa,75870.0,115823393217599,nancy15@hotmail.com,Salaried,Richard Inc Corp.,4.0,15095.0,51017440.0,Donna Santos,Friend,00184417070290353
USLW-APP-20240525-822,2024-05-25,Personal,29983.0,Education,22.0,017-78-9454,David Jackson,1981-06-28,Female,Separated,Doctorate,00716 Tonya Camp Apt. 863,Rebeccafort,Oregon,16840.0,8261153265,omiller@rivers.com,Hourly,Burns Group Corp.,27.2,28784.0,66112932.0,Katherine Williams,Parent,29977483271758
USLW-APP-20240511-394,2024-05-11,Small Business,31654.0,Inventory,60.0,012-13-1875,Cody Branch,1964-11-10,Female,Divorced,Some College,96340 Paul Trafficway,Timothystad,Iowa,46415.0,8264580897,floresgeorge@hotmail.com,Salaried,Malone-Howard Corp.,15.9,24716.0,61586644.0,Nicole Bennett,Spouse,6604761544968
USLW-APP-20240720-955,2024-07-20,Mortgage,59248.0,Home Purchase,358.0,513-14-4447,Karen Velasquez,1959-11-08,Female,Widowed,High School Diploma,64152 Denise Inlet,Rebeccachester,Rhode Island,66578.0,0010390352045519,mossdominic@archer.com,Salaried,Walker Ltd Corp.,1.9,22284.0,24954019.0,Diana Barnes,Friend,293419144840957
USLW-APP-20241110-218,2024-11-10,Small Business,258357.0,Startup Costs,36.0,229-50-5369,William Miller,1991-06-21,Female,Divorced,High School Diploma,419 Amanda Trace,Kaiserport,Connecticut,13360.0,18935785634706,tcardenas@knapp.com,Salaried,Blankenship-Melton Corp.,18.9,9441.0,125242565.0,Karen Ortega,Friend,18391463611047
USLW-APP-20240619-113,2024-06-19,Personal,27310.0,Other,41.0,552-23-9600,Kristy Hawkins,1972-01-17,Male,Divorced,High School Diploma,1318 Carrie Light Suite 466,West Anita,West Virginia,68665.0,6452742614398,angie64@clay-jefferson.org,Salaried,"Simon, Benjamin and Woods Corp.",23.3,26706.0,32784705.0,Cassandra Johnson,Parent,11504643704
USLW-APP-20240517-754,2024-05-17,Mortgage,706013.0,Home Purchase,338.0,231-36-5217,Mark Rosario,1999-07-12,Female,Separated,Bachelor's Degree,87921 Diane Bypass Suite 236,Jessicaberg,Ohio,11367.0,30551386871594,kdavis@dalton-peterson.com,Salaried,"Hawkins, Mcpherson and Johnson Corp.",1.4,3784.0,92027211.0,Lauren Cruz,Sibling,0014201562129
USLW-APP-20240917-842,2024-09-17,Mortgage,550907.0,Refinance,355.0,677-94-8684,Kathryn Bartlett,1962-11-02,Other,Divorced,Master's Degree,73467 Travis Corners Suite 699,Larsonfort,Oregon,69910.0,72434722570953,pgolden@gmail.com,Salaried,Chang-Chase Corp.,28.0,20528.0,102610877.0,Keith Harrison,Parent,1137406179191163
USLW-APP-20240808-656,2024-08-08,Personal,42713.0,Other,35.0,398-71-6973,John Griffith,1972-07-23,Male,Married,Doctorate,6039 Mary Lake,New Shane,New Mexico,5514.0,9672351907,cameron85@yahoo.com,Salaried,"Jimenez, Blanchard and Hernandez Corp.",11.1,9825.0,27946969.0,Nicholas Strickland,Spouse,8725079812
USLW-APP-20240618-138,2024-06-18,Small Business,168776.0,Expansion,84.0,068-56-3916,Jacqueline Byrd,1954-01-12,Female,Single,Some College,94603 Justin Valleys,North Marymouth,Oregon,32728.0,0018043032795860,daniel15@thomas.net,Salaried,"Chavez, Martinez and Jennings Corp.",24.2,27744.0,50199631.0,Johnathan Yang,Parent,4451347008
USLW-APP-20240913-110,2024-09-13,Personal,25029.0,Other,16.0,380-48-2320,Jared Mann,1966-07-27,Male,Married,Doctorate,4671 Stacy Landing,Williamborough,West Virginia,67844.0,4779602729,odavis@yahoo.com,Salaried,Fields Inc Corp.,4.4,22300.0,98536340.0,Tracy Mitchell,Parent,2625431758617
USLW-APP-20241108-249,2024-11-08,Mortgage,746906.0,Home Purchase,312.0,181-95-8000,Daniel Harvey,1998-03-08,Female,Separated,High School Diploma,63706 Roth Mountains Suite 168,Lewisland,Montana,26700.0,06898545837402,hahndanielle@yahoo.com,Self-Employed,"Chapman, Tyler and Obrien LLC",6.7,16837.0,126508431.0,Peggy Hall,Parent,00165572576876053
USLW-APP-20241214-175,2024-12-14,Personal,20301.0,Other,45.0,471-11-5631,Patrick Morris,1990-05-07,Male,Married,High School Diploma,727 Casey Burg,Johntown,Wisconsin,83909.0,7058240693,gtaylor@yahoo.com,Salaried,"Johnson, Larson and Kaiser Corp.",2.5,17512.0,103287513.0,Charles Harrison,Spouse,1085740998612180
USLW-APP-20241129-428,2024-11-29,Personal,16217.0,Education,17.0,464-69-4402,Stephanie Russell DVM,1978-06-04,Other,Widowed,Doctorate,19019 Jason Gateway Suite 240,West Samanthaberg,California,48975.0,1743262731865,rmason@gmail.com,Salaried,"Murray, Walker and Thompson Corp.",25.2,21809.0,65473656.0,Jessica Williamson,Sibling,1975632530166181
USLW-APP-20240816-447,2024-08-16,Mortgage,613929.0,Refinance,331.0,038-35-1691,Michael Patterson,2001-04-12,Other,Widowed,Master's Degree,894 Lawrence Pike,Beckerport,West Virginia,39313.0,0014949205217512,scott63@yahoo.com,Hourly,"Johnson, Mcdonald and Petersen Corp.",28.7,27845.0,35973720.0,Stacy Sutton,Sibling,0010479553513
USLW-APP-20240503-601,2024-05-03,Personal,44202.0,Education,40.0,892-70-5395,Margaret Brown,1983-11-10,Other,Separated,Associate's Degree,4121 Elizabeth Fork,Lake Yvonne,Washington,11877.0,7506531646,elliottsusan@gmail.com,Self-Employed,Warren LLC LLC,11.5,16744.0,117229855.0,Michael Frazier,Spouse,10724943730420
USLW-APP-20240815-885,2024-08-15,Small Business,381394.0,Inventory,71.0,354-04-7331,MELINDA YOUNG,1989-05-19,Male,Divorced,Some College,50152 Amy Hill Apt. 800,Lake Megan,South Carolina,79363.0,28458937615740,dsnyder@anderson.com,Salaried,Kane Group Corp.,7.4,24857.0,47902938.0,Michael Baker,Sibling,185130531932196
USLW-APP-20240404-984,2024-04-04,Small Business,204610.0,Inventory,37.0,169-33-6582,Kathryn Garcia,1983-05-19,Male,Widowed,Some College,86752 Garcia Loaf,Juanton,Montana,84503.0,9716072321,sarah87@wright.org,Salaried,Glover-Rivers Corp.,1.1,17743.0,48775009.0,Robert Mcintyre,Spouse,524612211932084
USLW-APP-20240820-764,2024-08-20,Small Business,358738.0,Equipment Purchase,42.0,552-69-2215,Jodi Rice,1993-01-26,Other,Separated,High School Diploma,017 Emma Mount,East Kaitlinmouth,Washington,2880.0,92768269180037,loriwalker@hotmail.com,Salaried,Griffin Group Corp.,6.8,11349.0,112897114.0,Brittany Harris,Parent,401529716741870
USLW-APP-20241114-932,2024-11-14,Personal,35438.0,Home Improvement,22.0,261-71-0383,Anna Braun,1960-08-23,Female,Married,High School Diploma,05654 Linda Street Suite 963,Port Linda,South Dakota,52791.0,5034342834860,stevensonmatthew@hotmail.com,Salaried,"Reynolds, Haynes and Miranda Corp.",25.3,21287.0,84291990.0,Scott Fisher,Parent,001825414053272618
USLW-APP-20241028-162,2024-10-28,Mortgage,775445.0,Home Purchase,316.0,025-48-9800,Thomas Henry,1955-04-23,Other,Divorced,High School Diploma,71223 Hernandez Dale,Morrisport,Oklahoma,88198.0,47423843083763,amandadavis@gmail.com,Salaried,Peters Ltd Corp.,7.0,24858.0,57391694.0,Savannah Reeves,Sibling,9952088295
USLW-APP-20240608-242,2024-06-08,Small Business,182330.0,Startup Costs,34.0,835-73-0324,Andrew Bennett,1992-12-09,Male,Married,Bachelor's Degree,508 Yang Orchard Apt. 685,Jennifershire,Nebraska,30136.0,7594853761688,john47@gmail.com,Salaried,Boyer-Reed Corp.,10.3,2658.0,87213658.0,Jessica Miller,Parent,13274130023
USLW-APP-20240911-657,2024-09-11,Personal,39052.0,Debt Consolidation,24.0,774-78-4271,Steven Guzman,1953-02-11,Female,Divorced,High School Diploma,9218 Brian Ports,Lake Alexis,Ohio,56821.0,0342965649,qcooper@gmail.com,Self-Employed,Cross-Jackson LLC,18.8,21710.0,35776736.0,Tracy Kelley,Sibling,4692182084367
USLW-APP-20240609-671,2024-06-09,Personal,20415.0,Medical Expenses,58.0,472-55-5913,Heather Edwards,1949-05-31,Female,Married,Some College,987 Jimenez Hills,Amychester,Arkansas,33936.0,93255847919208,cherrypatrick@hotmail.com,Salaried,"Bowen, Taylor and Mccarthy Corp.",16.3,26936.0,113175246.0,Joshua Sanchez,Parent,9333729308
USLW-APP-20250110-654,2025-01-10,Personal,6599.0,Other,58.0,591-85-7233,Jennifer Moreno,1998-01-14,Female,Divorced,Master's Degree,72516 Rita Plaza,East Colleen,Arkansas,63666.0,00147908808662952,oscarmorris@yahoo.com,Salaried,"Brown, Cruz and Davidson Corp.",29.7,19535.0,83686124.0,Hannah Bautista,Parent,7889500921880
USLW-APP-20250306-964,2025-03-06,Personal,32519.0,Home Improvement,46.0,498-72-0694,Jack Chan,1990-12-29,Male,Married,Doctorate,459 Keith Greens Apt. 361,North Robin,Oregon,30436.0,9193621612,paulvasquez@yahoo.com,Salaried,Patel-Sullivan Corp.,18.7,7793.0,44058047.0,James Martin,Sibling,00152785513033895
USLW-APP-20240923-622,2024-09-23,Personal,34447.0,Medical Expenses,39.0,363-84-6055,Vanessa Sutton,1984-06-04,Other,Separated,Associate's Degree,431 Ellis Crossroad,Hinesstad,Alabama,57357.0,8948600953,bellneil@gmail.com,Salaried,Smith-Mckay Corp.,28.7,16565.0,60178037.0,Katherine Taylor,Parent,948648935763265
USLW-APP-20250109-121,2025-01-09,Auto,7071.0,Refinance,27.0,164-82-6116,Felicia Cox,1955-03-17,Male,Separated,Doctorate,77717 Patricia Valley Apt. 783,New Meganton,North Carolina,3701.0,0016085668382089,carrollnicholas@gmail.com,Salaried,Cordova Inc Corp.,18.8,20712.0,20370192.0,Russell Rivera,Sibling,206150249524915
USLW-APP-20250201-268,2025-02-01,Personal,43520.0,Education,18.0,627-40-0162,Ashley Ortega,1978-03-10,Male,Single,Associate's Degree,59889 Schroeder Brook Apt. 615,Fisherhaven,Ohio,95838.0,0646648193,robertsontony@yahoo.com,Self-Employed,Valencia Group LLC,7.8,8155.0,35995313.0,Sherry Diaz,Spouse,4550356766510
USLW-APP-20240616-870,2024-06-16,Personal,7539.0,Vacation,32.0,818-39-8728,Kevin Grant,1963-05-17,Female,Separated,Bachelor's Degree,0982 Smith Islands Apt. 178,Schmidtfort,Illinois,43655.0,4211961637429,matthew71@baker.biz,Salaried,Ramirez Inc Corp.,27.9,2493.0,124855775.0,Jennifer Marshall,Parent,35646981470028
USLW-APP-20241011-449,2024-10-11,Small Business,99549.0,Inventory,83.0,651-31-5066,Susan Clark,1959-07-28,Female,Single,Master's Degree,79346 Emily Mission,Mullenstad,Nevada,21895.0,2404002453,mcmahontodd@gmail.com,Salaried,English LLC Corp.,9.6,11551.0,49411472.0,Heather Hunter,Friend,0647616258
USLW-APP-20250128-116,2025-01-28,Small Business,484954.0,Equipment Purchase,53.0,358-84-3253,Cheryl Mcdaniel,1971-06-07,Other,Married,High School Diploma,58565 Smith Trail Apt. 559,Riceton,Iowa,13155.0,4996835221,smithmackenzie@bush.com,Salaried,Foster-Murray Corp.,11.7,28240.0,100315815.0,Joseph Burke,Spouse,1216362507944707
USLW-APP-20240825-691,2024-08-25,Personal,36356.0,Other,46.0,290-17-2333,Molly Davis,1956-01-29,Female,Married,Associate's Degree,471 Marie Villages Suite 936,Joneston,Montana,44479.0,9198683003043,robert75@saunders.com,Salaried,Garcia PLC Corp.,5.1,11658.0,119155707.0,Anthony Lopez,Friend,27428883533467
USLW-APP-20240409-880,2024-04-09,Personal,3425.0,Medical Expenses,34.0,624-89-7674,Raymond Payne,2000-06-15,Other,Single,Doctorate,311 Matthew Fields Suite 458,Port Jessica,Alaska,3017.0,0580126539,angela30@yahoo.com,Salaried,"Solis, Walter and Hamilton Corp.",19.4,4534.0,35671828.0,James Conley,Parent,22137696714697
USLW-APP-20240617-137,2024-06-17,Personal,31629.0,Education,42.0,206-76-5103,Shane Thomas,2001-12-06,Other,Married,Bachelor's Degree,804 Chen Lake Suite 307,Lake Andrew,Nebraska,2720.0,71883112316702,gallaghermitchell@yahoo.com,Hourly,Love-Singleton Corp.,23.4,8745.0,102114043.0,Julie Gray,Sibling,582210674838551
USLW-APP-20241006-329,2024-10-06,Small Business,137519.0,Expansion,31.0,451-80-0938,Denise Roy,1974-12-08,Female,Widowed,Doctorate,38254 Lee Villages Apt. 180,South Pennyburgh,Iowa,10263.0,8236814561,othomas@gmail.com,Hourly,Padilla PLC Corp.,17.6,3400.0,95031291.0,Roberto Navarro,Spouse,313436260163588
USLW-APP-20241019-840,2024-10-19,Mortgage,883624.0,Home Purchase,326.0,416-85-5318,Bradley Parker,1962-09-20,Female,Widowed,Some College,0015 Bridges Lodge,South Jenniferville,Iowa,49293.0,4788973926975,joneslisa@gmail.com,Salaried,"Farrell, Rodriguez and Burns Corp.",20.9,2775.0,95661881.0,Amber Logan PhD,Parent,985869353537794
USLW-APP-20241001-616,2024-10-01,Mortgage,362496.0,Home Purchase,203.0,495-21-6347,KATHY SMITH,1969-05-11,Other,Single,Bachelor's Degree,380 Erika Plains Apt. 192,Alvaradochester,Oklahoma,7473.0,9820671842,smorton@gmail.com,Salaried,"Miller, Vasquez and Carey Corp.",2.0,13992.0,25115679.0,Anna Hayes,Spouse,001181481208122725
USLW-APP-20240406-621,2024-04-06,Personal,34470.0,Home Improvement,47.0,060-12-7268,Ian Kelly,1974-09-03,Male,Married,Associate's Degree,6541 Bradley Landing Apt. 806,Lewisborough,California,24438.0,001302087477788927,wendy36@olson.com,Self-Employed,Stone Group LLC,10.8,19815.0,12543885.0,Wyatt Henry,Spouse,2193548510
USLW-APP-20240704-877,2024-07-04,Small Business,404738.0,Expansion,42.0,504-07-7615,Matthew Nichols,1976-01-17,Other,Divorced,Associate's Degree,35776 Meagan Bypass Apt. 784,Pricefort,South Dakota,37306.0,1116129327,hho@gmail.com,Hourly,"Gilbert, Morris and Galvan Corp.",3.8,25449.0,39861511.0,Briana Boyd,Sibling,3994887534453
USLW-APP-20240928-264,2024-09-28,Personal,43864.0,Home Improvement,29.0,263-52-3794,Caitlin Anderson,1990-03-23,Female,Married,Bachelor's Degree,67541 Carol Drive,New Raymondton,Nevada,48331.0,16907265845767,cindy65@yahoo.com,Salaried,"Hayes, Ramos and Morgan Corp.",1.7,4073.0,126985821.0,Kathleen Williams,Parent,55510439457491
USLW-APP-20240724-362,2024-07-24,Personal,45262.0,Education,21.0,205-40-0375,Molly Ortega,1960-02-01,Other,Widowed,Doctorate,257 Hernandez Path Apt. 265,Lake Theresaville,Nebraska,69524.0,8339316552,michael47@hotmail.com,Salaried,"Mitchell, Dennis and Simmons Corp.",5.0,19845.0,41367634.0,Angel Williams,Sibling,3968009646
USLW-APP-20250319-863,2025-03-19,Mortgage,794258.0,Refinance,343.0,603-27-0268,Julie Edwards,2003-08-03,Other,Divorced,Bachelor's Degree,88680 Thomas Freeway,Romanhaven,West Virginia,58192.0,29692159906505,williamsdean@moore-harding.com,Salaried,"Aguirre, Santos and Mcdonald Corp.",26.5,24224.0,18167579.0,Christopher Stanley,Sibling,2071779248
USLW-APP-20240813-348,2024-08-13,Small Business,51708.0,Expansion,24.0,112-82-0077,April Wood,1956-10-16,Other,Single,Bachelor's Degree,51458 Brown Canyon Apt. 302,Oscarstad,Alaska,75377.0,7228377217,marcpotter@lopez.info,Salaried,Smith Inc Corp.,10.4,10612.0,11440468.0,Brittany Clarke,Friend,15870461137
USLW-APP-20240701-851,2024-07-01,Small Business,84892.0,Working Capital,24.0,632-88-0924,JOCELYN TODD,1983-08-05,Male,Divorced,High School Diploma,10029 Beverly River,New Taylorton,South Dakota,28992.0,001263112334238043,crystal07@gmail.com,Salaried,Shaw LLC Corp.,13.4,4363.0,89812277.0,Melissa Knapp,Spouse,10402373286
USLW-APP-20250224-795,2025-02-24,Small Business,101300.0,Expansion,32.0,517-75-4522,David Gregory,1994-02-25,Other,Divorced,Some College,8645 Moore Oval Apt. 856,North Erin,Texas,83701.0,85998423129109,austinfigueroa@jackson.net,Salaried,Williams-Dominguez Corp.,5.2,26354.0,61687349.0,Dr. Peter Morrow,Friend,4640670693
USLW-APP-20240828-737,2024-08-28,Personal,24566.0,Medical Expenses,36.0,691-21-3664,Albert Walton,1971-05-14,Other,Divorced,Doctorate,952 April Bypass,North Alexandriaport,New Mexico,50454.0,9453142796,qmack@yahoo.com,Hourly,Williams PLC Corp.,13.1,8857.0,21566471.0,Richard Salazar,Friend,001527171796352677
USLW-APP-20240511-816,2024-05-11,Personal,4625.0,Medical Expenses,57.0,382-14-9741,Ralph Huber,1960-09-15,Male,Separated,Associate's Degree,92734 Taylor Inlet Apt. 370,Sandrachester,Iowa,15073.0,9686897015,rachaelmontgomery@gmail.com,Salaried,Brown and Sons Corp.,16.7,5142.0,129650315.0,Christopher Greer,Spouse,9142475068
USLW-APP-20240406-800,2024-04-06,Personal,31387.0,Vacation,43.0,637-64-5715,Patricia Smith,2007-01-25,Male,Widowed,Bachelor's Degree,228 Ralph Estates,East Aliciafurt,Nevada,51703.0,5950932249,bpearson@hotmail.com,Salaried,Dunn-Benton Corp.,4.7,19767.0,79011703.0,Joshua Miller,Friend,2796837220848
USLW-APP-20240827-297,2024-08-27,Mortgage,883752.0,Home Purchase,337.0,396-81-2562,Joseph Mendez,1994-01-29,Other,Married,Master's Degree,50296 Mason Streets,Daniellemouth,Nebraska,87690.0,001550437057905781,oflynn@hernandez.info,Salaried,"Floyd, Heath and Black Corp.",9.4,16424.0,87364507.0,Victoria Smith,Sibling,68956858157979
USLW-APP-20240528-211,2024-05-28,Mortgage,228855.0,Refinance,259.0,824-34-5363,Gary Benton,1960-08-13,Female,Divorced,Master's Degree,8813 Mills Passage,West Amanda,Alabama,16877.0,1654232221033467,bruceharris@johnson.com,Salaried,Newton-Williams Corp.,10.6,28122.0,99272616.0,David Buckley,Parent,17790691933
USLW-APP-20240510-222,2024-05-10,Personal,44061.0,Home Improvement,36.0,346-89-9172,Brandon Rios,1977-07-15,Male,Widowed,Doctorate,73001 Pratt Extensions,Port Amandaville,Wisconsin,51120.0,0827696739,browneric@hernandez.net,Salaried,White Inc Corp.,11.5,21447.0,25075793.0,Rhonda Young,Sibling,3221058429
USLW-APP-20250209-962,2025-02-09,Personal,27368.0,Debt Consolidation,51.0,490-78-0183,Alexis Pena,1980-07-21,Other,Single,Bachelor's Degree,37641 Lawrence Center,Port Adrienne,Wisconsin,72857.0,7236535347,greenmichelle@wang-armstrong.com,Salaried,Randolph and Sons Corp.,1.7,28000.0,63516793.0,Christina Johnson,Spouse,9349872670
USLW-APP-20240405-753,2024-04-05,Auto,37321.0,New Car Purchase,71.0,689-98-5227,Yolanda Tran,1962-03-01,Other,Single,High School Diploma,11444 Rickey Gateway,Port Victorbury,Rhode Island,45634.0,7005894243912,tmeyer@woodward-anderson.info,Salaried,"Brown, Bates and Nelson Corp.",13.6,16059.0,58106008.0,Lauren Butler,Parent,15712424771
USLW-APP-20240417-498,2024-04-17,Small Business,316908.0,Inventory,65.0,266-09-5577,Robert Holmes,1982-09-15,Other,Separated,High School Diploma,242 Paul Alley Suite 819,New Brandonville,California,85696.0,8348784788,michaelroy@allen-stephens.com,Salaried,Peterson-Stone Corp.,1.2,14689.0,103365037.0,James Bowman,Sibling,068684120168795
USLW-APP-20240607-999,2024-06-07,Personal,35171.0,Vacation,23.0,529-04-4701,Mr. Brian Phillips,1996-04-25,Other,Separated,Some College,4778 Myers Harbor Apt. 556,Port Elizabeth,Montana,97916.0,3445100208605,nicoletaylor@mendez.com,Self-Employed,Robinson-Norris LLC,11.9,6976.0,83846980.0,Melanie Johnson,Parent,998324679447286
USLW-APP-20240713-370,2024-07-13,Personal,38569.0,Debt Consolidation,30.0,545-65-5485,Edward Wong,2003-09-14,Male,Divorced,Associate's Degree,852 Sims Trail,West Markmouth,Oklahoma,92375.0,926173066173117,rodriguezsharon@smith-osborn.com,Salaried,"Frey, Patterson and Campbell Corp.",25.9,22083.0,89607466.0,Tyler Ford,Sibling,0012036081397512
USLW-APP-20241003-651,2024-10-03,Personal,36155.0,Education,23.0,023-34-9687,Samantha Harris,1993-04-22,Female,Widowed,Associate's Degree,99424 Beard Hollow,Paulberg,West Virginia,59039.0,6679295641,hayescrystal@cole.org,Salaried,Jackson Inc Corp.,1.3,8182.0,47437940.0,Kelly Palmer,Sibling,11676628530
USLW-APP-20240924-542,2024-09-24,Small Business,487414.0,Working Capital,38.0,231-52-6092,Luke Bush,1987-07-06,Other,Single,Some College,31409 Karen Ways,North Miketon,Kansas,44578.0,7465269463814,elijah06@ibarra.net,Salaried,Martin and Sons Corp.,10.1,27943.0,53534811.0,Crystal Williams,Parent,001532895698773435
