applicant_id,employment_id,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number
Ap886275,Em886275,Self-Employed,Ramos-Knight LLC,8.3,22233.0,119979323.0
Ap467436,Em467436,Self-Employed,"Simmons, Clark and Ramirez LLC",3.5,6958.0,111505928.0
Ap609930,Em609930,Salaried,"Clark, Riley and Sanchez Corp.",1.4,15560.0,84184007.0
Ap671650,Em671650,Salaried,"Kline, Gonzalez and Sutton Corp.",22.8,4972.0,25296080.0
Ap382272,Em382272,Hourly,Chen Inc Corp.,14.7,25337.0,122397248.0
Ap485925,Em485925,Salaried,Wilson Ltd Corp.,7.2,20035.0,34181490.0
Ap866641,Em866641,Salaried,Taylor Group Corp.,1.1,6166.0,123737140.0
Ap814743,Em814743,Hourly,Snow-Wyatt Corp.,8.8,25637.0,102973381.0
Ap689833,Em689833,Self-Employed,Clark Inc LLC,15.9,11574.0,90227822.0
Ap182180,Em182180,Salaried,Oconnor-Morales Corp.,13.5,28401.0,121490544.0
Ap712246,Em712246,Salaried,"Wood, May and Watson Corp.",18.6,18732.0,114592132.0
Ap503081,Em503081,Salaried,"Shaw, Peterson and Diaz Corp.",11.3,17142.0,20022851.0
Ap401953,Em401953,Self-Employed,"Gutierrez, Calderon and Rivera LLC",10.2,19527.0,112537173.0
Ap478892,Em478892,Hourly,"Villa, Horn and Webster Corp.",19.2,15868.0,34801725.0
Ap105287,Em105287,Self-Employed,"Harrison, Young and Hale LLC",13.6,5858.0,84528867.0
Ap357665,Em357665,Salaried,Bridges and Sons Corp.,22.3,19307.0,101970314.0
Ap108512,Em108512,Salaried,"Berry, Miller and Harris Corp.",18.9,9828.0,12140686.0
Ap756702,Em756702,Salaried,Williams LLC Corp.,22.0,20375.0,90888847.0
Ap556292,Em556292,Salaried,Dean-Moore Corp.,7.3,21602.0,22023803.0
Ap208872,Em208872,Salaried,Cohen and Sons Corp.,17.9,13744.0,114708803.0
Ap872042,Em872042,Salaried,Martin Inc Corp.,20.1,26242.0,117247659.0
Ap193070,Em193070,Salaried,"Rodriguez, Cochran and Montoya Corp.",27.3,7399.0,56000889.0
Ap704055,Em704055,Salaried,Bowers-Ball Corp.,13.5,4997.0,24463584.0
Ap722117,Em722117,Self-Employed,Walter-Wright LLC,10.6,15630.0,97775283.0
Ap529474,Em529474,Salaried,Vaughan-Knight Corp.,18.0,26148.0,110452085.0
Ap142078,Em142078,Salaried,Patton Group Corp.,6.9,10572.0,85905764.0
Ap468432,Em468432,Salaried,Norman Inc Corp.,4.0,10342.0,77906373.0
Ap707812,Em707812,Salaried,Bennett-Thomas Corp.,6.4,29978.0,88342418.0
Ap327645,Em327645,Salaried,Escobar-Jensen Corp.,29.0,25158.0,117072905.0
Ap636507,Em636507,Salaried,Montoya-Smith Corp.,14.9,12927.0,56240623.0
Ap886667,Em886667,Salaried,Henson-Mccall Corp.,27.2,18962.0,117375987.0
Ap405073,Em405073,Self-Employed,"Gray, Phillips and Conrad LLC",6.9,12768.0,35261856.0
Ap227309,Em227309,Salaried,Quinn-Moore Corp.,14.6,17847.0,53027218.0
Ap429588,Em429588,Salaried,Hicks and Sons Corp.,15.8,24959.0,88232751.0
Ap763927,Em763927,Salaried,Hayes-Ellis Corp.,24.6,15068.0,125149082.0
Ap988266,Em988266,Salaried,"Ray, Austin and Blackburn Corp.",24.1,10541.0,96674550.0
Ap564008,Em564008,Salaried,"Mitchell, Hobbs and Davis Corp.",17.3,3409.0,98179163.0
Ap820801,Em820801,Salaried,Wallace and Sons Corp.,18.3,25905.0,42401625.0
Ap446699,Em446699,Salaried,Carney-Graham Corp.,16.5,16898.0,18576500.0
Ap435842,Em435842,Salaried,Davis Ltd Corp.,9.1,16750.0,99320270.0
Ap486594,Em486594,Salaried,"Hernandez, Brooks and Rodriguez Corp.",21.7,15636.0,12519796.0
Ap872608,Em872608,Self-Employed,"Thomas, Ramirez and Lester LLC",12.7,13099.0,99381950.0
Ap760775,Em760775,Self-Employed,"Montgomery, Hicks and Larson LLC",12.8,3359.0,52725265.0
Ap791519,Em791519,Hourly,"Martinez, Thompson and Stone Corp.",16.7,16979.0,48140540.0
Ap143925,Em143925,Salaried,Medina-Lee Corp.,7.8,9002.0,58136230.0
Ap237023,Em237023,Salaried,Golden-Maldonado Corp.,3.1,28502.0,108505672.0
Ap187388,Em187388,Salaried,Bowers-Johnson Corp.,16.2,2711.0,11880099.0
Ap632295,Em632295,Hourly,Young-Young Corp.,23.0,3390.0,111896899.0
Ap357802,Em357802,Salaried,"Henson, Smith and Brown Corp.",17.4,7331.0,77377876.0
Ap535048,Em535048,Salaried,"Evans, Wilson and Harris Corp.",11.5,19599.0,89067116.0
Ap158596,Em158596,Self-Employed,Hernandez-Williams LLC,9.2,18263.0,57156266.0
Ap451005,Em451005,Salaried,Gardner-Turner Corp.,7.3,2666.0,46565253.0
Ap879554,Em879554,Salaried,Walters PLC Corp.,14.4,22074.0,33203311.0
Ap973172,Em973172,Salaried,"Clark, Watson and King Corp.",21.0,4757.0,116216319.0
Ap639812,Em639812,Self-Employed,Mejia Group LLC,5.9,7743.0,73713955.0
Ap622244,Em622244,Salaried,"Guerra, Wilson and Davis Corp.",10.3,28324.0,114994332.0
Ap512498,Em512498,Salaried,Johnson Group Corp.,12.2,11581.0,115059250.0
Ap779290,Em779290,Salaried,Simmons-Bishop Corp.,4.6,10043.0,41448427.0
Ap599097,Em599097,Salaried,Perez Inc Corp.,16.4,19997.0,78573828.0
Ap749789,Em749789,Hourly,Kerr and Sons Corp.,29.7,7386.0,12529728.0
Ap907043,Em907043,Salaried,"Mccormick, Bruce and Cooper Corp.",26.3,22674.0,54340020.0
Ap248056,Em248056,Salaried,Waters Ltd Corp.,12.9,12434.0,38349377.0
Ap114060,Em114060,Salaried,Peters-Hoover Corp.,19.4,29705.0,98090158.0
Ap838345,Em838345,Salaried,"Smith, Boyle and Raymond Corp.",7.1,29886.0,37859305.0
Ap577272,Em577272,Self-Employed,"Lang, Huff and Hernandez LLC",16.7,5442.0,24735872.0
Ap618545,Em618545,Salaried,"Bell, Morris and Sexton Corp.",21.7,17150.0,20625481.0
Ap929735,Em929735,Salaried,Bentley-Rose Corp.,28.1,12160.0,59469524.0
Ap290279,Em290279,Hourly,"Franklin, King and Campbell Corp.",2.3,8763.0,127881351.0
Ap830406,Em830406,Salaried,"Aguilar, Knight and Stafford Corp.",13.4,2783.0,58158522.0
Ap784647,Em784647,Salaried,"Henderson, Bennett and Jacobs Corp.",17.0,25298.0,39529549.0
Ap139711,Em139711,Salaried,"Wilcox, Schmidt and Mccarty Corp.",22.4,3064.0,103179210.0
Ap243026,Em243026,Salaried,"Garcia, Thompson and Mora Corp.",20.1,16507.0,83773723.0
Ap435484,Em435484,Salaried,Rivera-Nash Corp.,4.3,26325.0,75437967.0
Ap565317,Em565317,Salaried,Bryan LLC Corp.,14.8,8873.0,121735704.0
Ap318134,Em318134,Salaried,"Mcneil, Hendricks and Oliver Corp.",22.5,26776.0,36915143.0
Ap202974,Em202974,Salaried,"Sampson, Mathews and Moss Corp.",6.1,15340.0,120802829.0
Ap249646,Em249646,Self-Employed,Jimenez-Hayes LLC,11.1,17025.0,99033677.0
Ap502400,Em502400,Salaried,Joyce Inc Corp.,24.1,10407.0,129514134.0
Ap250168,Em250168,Salaried,"Hall, Smith and Stark Corp.",7.9,6044.0,40367156.0
Ap692016,Em692016,Salaried,Lopez-Patterson Corp.,8.8,18745.0,67284474.0
Ap789376,Em789376,Salaried,Gonzalez LLC Corp.,6.3,5321.0,16524402.0
Ap635534,Em635534,Hourly,Rosario Ltd Corp.,20.4,18526.0,37597489.0
Ap538774,Em538774,Salaried,Wilson-Olsen Corp.,26.9,8582.0,20612177.0
Ap611937,Em611937,Salaried,Smith Ltd Corp.,27.2,10147.0,91590011.0
Ap511597,Em511597,Salaried,Cervantes Group Corp.,28.0,6934.0,61097146.0
Ap192263,Em192263,Hourly,Garner Inc Corp.,2.5,15069.0,63508374.0
Ap635590,Em635590,Salaried,Baker Ltd Corp.,27.3,11114.0,120070800.0
Ap953938,Em953938,Salaried,Hall-Short Corp.,5.4,6937.0,61641615.0
Ap665445,Em665445,Salaried,"Reed, Graves and King Corp.",29.8,4433.0,14244111.0
Ap679205,Em679205,Salaried,Reese Inc Corp.,29.9,29961.0,74714982.0
Ap323810,Em323810,Self-Employed,"Johnson, Howard and Gilbert LLC",5.6,24706.0,105476995.0
Ap196646,Em196646,Hourly,"Oconnell, Burton and Peterson Corp.",27.1,19986.0,54174623.0
Ap445266,Em445266,Salaried,"Smith, Sanchez and Diaz Corp.",1.9,9967.0,39625854.0
Ap910951,Em910951,Self-Employed,Hunt Inc LLC,1.7,9758.0,33255932.0
Ap590025,Em590025,Salaried,Olson-Clay Corp.,29.1,16835.0,33893682.0
Ap580703,Em580703,Self-Employed,"Cox, Andrews and Turner LLC",9.9,23985.0,122108835.0
Ap443054,Em443054,Salaried,"Mcneil, Diaz and Miller Corp.",23.3,9657.0,40080637.0
Ap957756,Em957756,Salaried,Anthony PLC Corp.,14.0,26238.0,14314876.0
Ap367552,Em367552,Self-Employed,"Brown, Davis and Jimenez LLC",14.0,17668.0,54020201.0
Ap159379,Em159379,Salaried,Morgan Inc Corp.,26.9,19537.0,82997513.0
Ap125053,Em125053,Salaried,Kelly-Figueroa Corp.,2.0,5951.0,84504373.0
Ap502662,Em502662,Hourly,Martin-Ward Corp.,1.3,28816.0,115385746.0
Ap756282,Em756282,Salaried,Huerta-Jarvis Corp.,4.7,10442.0,120945278.0
Ap198723,Em198723,Self-Employed,"Dorsey, Berger and Moore LLC",19.9,19648.0,55181631.0
Ap675644,Em675644,Salaried,Evans and Sons Corp.,21.1,17342.0,92390582.0
Ap372933,Em372933,Self-Employed,"Goodwin, Gamble and Gordon LLC",4.9,4554.0,34047806.0
Ap984152,Em984152,Salaried,Patel LLC Corp.,4.3,13464.0,34675485.0
Ap953088,Em953088,Salaried,"Johnson, Ross and Thomas Corp.",8.5,6055.0,100712191.0
Ap930460,Em930460,Salaried,Fox-Pacheco Corp.,7.9,29291.0,71763907.0
Ap950916,Em950916,Salaried,Fisher-Walker Corp.,24.1,7181.0,123390202.0
Ap132154,Em132154,Salaried,"Carson, Lozano and Bates Corp.",1.0,24499.0,72790814.0
Ap313942,Em313942,Hourly,Perez-Arnold Corp.,1.1,23351.0,22681012.0
Ap364480,Em364480,Self-Employed,Singleton-Parker LLC,17.1,10584.0,105159238.0
Ap465821,Em465821,Salaried,"King, Daniels and Walters Corp.",0.6,9116.0,122890499.0
Ap954211,Em954211,Self-Employed,Caldwell-Duarte LLC,5.7,12662.0,23207437.0
Ap381173,Em381173,Salaried,Benson-Arellano Corp.,13.2,25411.0,96546840.0
Ap945633,Em945633,Salaried,Hughes-Serrano Corp.,19.3,2204.0,118403502.0
Ap132265,Em132265,Salaried,Nguyen Group Corp.,11.5,4649.0,72629082.0
Ap465060,Em465060,Self-Employed,Bolton-Lynch LLC,16.1,3697.0,28223717.0
Ap343322,Em343322,Hourly,Harvey and Sons Corp.,22.4,27521.0,78247015.0
Ap274944,Em274944,Salaried,Hunter-Griffin Corp.,3.9,13847.0,20789288.0
Ap670485,Em670485,Salaried,"Glass, Keller and Jones Corp.",12.3,29781.0,117911367.0
Ap548396,Em548396,Salaried,"Molina, Mooney and Callahan Corp.",9.3,20144.0,114196033.0
Ap254782,Em254782,Self-Employed,Watkins-Jones LLC,17.7,3427.0,34128806.0
Ap784846,Em784846,Salaried,Watts-Fitzgerald Corp.,4.7,6341.0,12949256.0
Ap171907,Em171907,Salaried,Phillips-Mckinney Corp.,21.2,2836.0,126001527.0
Ap302967,Em302967,Salaried,Lindsey-Oneill Corp.,0.8,12510.0,67175525.0
Ap950867,Em950867,Salaried,Leon Group Corp.,11.5,11233.0,94818839.0
Ap402775,Em402775,Salaried,"Allen, Reyes and Garza Corp.",7.0,17257.0,64501082.0
Ap491182,Em491182,Self-Employed,"George, Wade and Thompson LLC",8.6,11474.0,16685859.0
Ap856892,Em856892,Salaried,"Spencer, Casey and Frye Corp.",17.4,8353.0,105132909.0
Ap382247,Em382247,Salaried,Moore-Gibson Corp.,4.4,9745.0,42710785.0
Ap164772,Em164772,Salaried,"Wall, Mcneil and Bowen Corp.",24.9,28996.0,97111180.0
Ap226108,Em226108,Salaried,"Woods, Levy and Sanchez Corp.",21.8,14649.0,16748194.0
Ap114382,Em114382,Salaried,"Silva, Smith and Harris Corp.",0.9,12171.0,70512269.0
Ap184291,Em184291,Self-Employed,"Berry, Hale and Clark LLC",5.3,10761.0,103133599.0
Ap463339,Em463339,Salaried,"Cobb, Ortega and Clark Corp.",20.2,27548.0,62853839.0
Ap759116,Em759116,Salaried,"Payne, Rogers and Ray Corp.",6.9,7655.0,28512538.0
Ap382753,Em382753,Self-Employed,"Walker, Turner and Burke LLC",7.4,5380.0,42623979.0
Ap247550,Em247550,Hourly,Hamilton-Rodriguez Corp.,10.8,17802.0,102835762.0
Ap332050,Em332050,Salaried,Hughes-Jordan Corp.,12.2,26944.0,37228392.0
Ap532882,Em532882,Salaried,Bennett and Sons Corp.,15.1,14652.0,105377214.0
Ap437827,Em437827,Self-Employed,Ramirez Inc LLC,2.1,14286.0,49522785.0
Ap592313,Em592313,Self-Employed,"White, Lutz and Schmidt LLC",17.6,5076.0,47892158.0
Ap486858,Em486858,Salaried,Tran Ltd Corp.,14.1,18028.0,101816041.0
Ap754618,Em754618,Salaried,"Kennedy, Delgado and Miller Corp.",18.8,18807.0,38828076.0
Ap695603,Em695603,Salaried,Mejia and Sons Corp.,16.3,4688.0,119035474.0
Ap964266,Em964266,Salaried,"Barnett, Hernandez and Douglas Corp.",9.1,29158.0,69562288.0
Ap488349,Em488349,Salaried,Riggs-Bennett Corp.,18.0,3284.0,117188598.0
Ap114153,Em114153,Self-Employed,"Aguilar, Contreras and Flynn LLC",15.2,11609.0,53931524.0
Ap700613,Em700613,Salaried,"Roberts, Baldwin and Owens Corp.",4.9,22998.0,55262136.0
Ap340773,Em340773,Salaried,Glover Group Corp.,20.1,20653.0,114517971.0
Ap155318,Em155318,Self-Employed,"White, Valencia and Neal LLC",14.5,19305.0,56986165.0
Ap494030,Em494030,Hourly,Miller LLC Corp.,2.5,3631.0,20883689.0
Ap477177,Em477177,Salaried,"Fitzgerald, Logan and Abbott Corp.",6.5,26398.0,75667944.0
Ap176077,Em176077,Self-Employed,"Bridges, Scott and Fisher LLC",13.5,5609.0,55856319.0
Ap976906,Em976906,Hourly,"Williams, Boyd and Mahoney Corp.",2.7,29999.0,11600965.0
Ap233515,Em233515,Self-Employed,Hill-Meyers LLC,15.9,12106.0,129432973.0
Ap306988,Em306988,Self-Employed,"Smith, Owen and Baker LLC",16.6,9242.0,80386333.0
Ap959751,Em959751,Salaried,"Hernandez, Thornton and Smith Corp.",18.5,9556.0,63102628.0
Ap225885,Em225885,Self-Employed,"Hoover, Hanna and Woods LLC",11.9,19697.0,109944452.0
Ap996209,Em996209,Salaried,Sims-Bryan Corp.,15.0,5275.0,26390875.0
Ap641656,Em641656,Salaried,"Martin, Goodwin and Ellis Corp.",17.1,11985.0,85864038.0
Ap770688,Em770688,Salaried,Ross-Pierce Corp.,4.9,22330.0,55745527.0
Ap288014,Em288014,Salaried,Harris-Gonzalez Corp.,29.5,9262.0,16216561.0
Ap191751,Em191751,Salaried,"Cain, Butler and Wilson Corp.",23.0,29762.0,70101887.0
Ap330203,Em330203,Hourly,"Mitchell, Anderson and Allen Corp.",7.2,28698.0,93468167.0
Ap913738,Em913738,Salaried,"Hansen, Warner and Gross Corp.",19.3,5537.0,76438473.0
Ap795275,Em795275,Salaried,Caldwell Inc Corp.,11.4,26818.0,123765361.0
Ap923651,Em923651,Self-Employed,Stone-Gonzales LLC,15.7,18432.0,104829145.0
Ap311951,Em311951,Self-Employed,Fletcher Group LLC,3.0,16145.0,28808200.0
Ap605155,Em605155,Salaried,Pearson-Peterson Corp.,4.6,10983.0,109859770.0
Ap295716,Em295716,Salaried,Clarke-Morris Corp.,11.7,29513.0,51049968.0
Ap684567,Em684567,Salaried,Lucas Inc Corp.,3.4,13626.0,12255490.0
Ap415172,Em415172,Salaried,Anderson-Young Corp.,25.2,27212.0,92969997.0
Ap990695,Em990695,Hourly,Tucker Ltd Corp.,23.1,22770.0,67499926.0
Ap100126,Em100126,Self-Employed,Dorsey Inc LLC,14.9,10498.0,59072885.0
Ap938761,Em938761,Self-Employed,"Smith, Sherman and Holloway LLC",18.9,11546.0,35406307.0
Ap127632,Em127632,Salaried,"Reid, Reed and Hall Corp.",2.9,17584.0,64277989.0
Ap600315,Em600315,Salaried,Fry-Armstrong Corp.,25.7,21388.0,82257622.0
Ap820670,Em820670,Salaried,"Day, Gallegos and Tucker Corp.",30.0,16880.0,57443542.0
Ap209945,Em209945,Salaried,Cruz Ltd Corp.,27.0,28612.0,60772307.0
Ap417320,Em417320,Hourly,"Adkins, Melendez and Morrison Corp.",2.6,2436.0,40912271.0
Ap350869,Em350869,Salaried,Pearson Ltd Corp.,3.2,3770.0,71687805.0
Ap841426,Em841426,Salaried,Kirby-Hartman Corp.,27.2,17585.0,34360460.0
Ap598716,Em598716,Hourly,Moore-Bishop Corp.,11.8,17382.0,81288281.0
Ap275399,Em275399,Salaried,Holland-Saunders Corp.,21.3,29204.0,85830790.0
Ap562120,Em562120,Salaried,Johnson-Delgado Corp.,11.1,18917.0,11701518.0
Ap234869,Em234869,Salaried,"Strickland, Vega and Crawford Corp.",22.6,6941.0,107233178.0
Ap278954,Em278954,Salaried,"Wagner, Jenkins and Edwards Corp.",5.2,26502.0,68415514.0
Ap769078,Em769078,Hourly,"Barnes, Marsh and Johnson Corp.",7.2,21822.0,109789358.0
Ap134560,Em134560,Self-Employed,Lawson-Davis LLC,5.3,16927.0,85879984.0
Ap963021,Em963021,Self-Employed,"Warren, Diaz and Clark LLC",16.3,21147.0,34530737.0
Ap384260,Em384260,Self-Employed,Walker-Young LLC,18.0,14728.0,90282993.0
Ap232717,Em232717,Salaried,Leon PLC Corp.,11.2,23772.0,50363894.0
Ap278595,Em278595,Self-Employed,"Fox, Day and Watson LLC",10.0,10411.0,126404409.0
Ap748373,Em748373,Salaried,"Norton, Beltran and Perry Corp.",13.0,11028.0,36077735.0
Ap479862,Em479862,Self-Employed,Williams LLC LLC,1.9,16542.0,82680150.0
Ap905688,Em905688,Salaried,"Peterson, Wells and Mccarthy Corp.",9.8,29111.0,44600864.0
Ap594592,Em594592,Salaried,"Bradley, Woods and Bowers Corp.",25.8,11279.0,20626451.0
Ap200158,Em200158,Salaried,Hawkins Inc Corp.,14.2,4370.0,67957031.0
Ap808533,Em808533,Self-Employed,Kirk-Carlson LLC,9.5,18558.0,51317700.0
Ap268502,Em268502,Salaried,"Howard, Fisher and Fernandez Corp.",10.5,22323.0,58034866.0
Ap532498,Em532498,Salaried,Nguyen Inc Corp.,11.2,24570.0,14618598.0
Ap430388,Em430388,Self-Employed,Cuevas Group LLC,9.6,8048.0,115002032.0
Ap767054,Em767054,Salaried,Jones Group Corp.,6.9,17194.0,16980716.0
Ap418408,Em418408,Self-Employed,"Huffman, Vazquez and Williams LLC",6.4,3349.0,103164584.0
Ap568276,Em568276,Salaried,Parker-Brown Corp.,20.9,27891.0,11965419.0
Ap157545,Em157545,Salaried,Tyler-Rivera Corp.,13.8,9726.0,107672153.0
Ap611411,Em611411,Salaried,"Walton, Hall and Doyle Corp.",16.7,22233.0,79361246.0
Ap925656,Em925656,Salaried,Clay-Ward Corp.,23.8,12281.0,45163614.0
Ap984377,Em984377,Salaried,Miller LLC Corp.,1.9,23999.0,83702888.0
Ap113224,Em113224,Salaried,Gallagher-Brown Corp.,14.0,15856.0,127621142.0
Ap140738,Em140738,Self-Employed,Gonzales and Sons LLC,10.4,10073.0,18557503.0
Ap950163,Em950163,Salaried,Hays Ltd Corp.,1.9,13756.0,124983207.0
Ap280760,Em280760,Self-Employed,"Frank, Sanford and Pineda LLC",5.2,21651.0,68693394.0
Ap863978,Em863978,Salaried,"Patterson, Garcia and Smith Corp.",28.8,16665.0,59272355.0
Ap566725,Em566725,Salaried,Nolan and Sons Corp.,1.2,27241.0,85592591.0
Ap763937,Em763937,Salaried,"Gallegos, Macdonald and Rodriguez Corp.",3.3,27856.0,13575412.0
Ap632358,Em632358,Hourly,Pollard-Dougherty Corp.,12.8,25437.0,47476529.0
Ap226161,Em226161,Salaried,Edwards-Gomez Corp.,29.3,13191.0,39374024.0
Ap632954,Em632954,Self-Employed,Medina-Barnett LLC,14.3,14541.0,127245308.0
Ap944193,Em944193,Salaried,Lee Ltd Corp.,9.5,20906.0,53070867.0
Ap398512,Em398512,Self-Employed,Clark Ltd LLC,6.5,10872.0,33897222.0
Ap762143,Em762143,Hourly,Stephens-Hawkins Corp.,13.6,6982.0,119968486.0
Ap666202,Em666202,Salaried,Clark-Barton Corp.,0.9,12022.0,78483811.0
Ap301579,Em301579,Salaried,"Turner, Ward and Miller Corp.",14.1,19830.0,127132217.0
Ap752026,Em752026,Salaried,Sullivan-Kennedy Corp.,24.1,25015.0,63999394.0
Ap871253,Em871253,Hourly,Thomas Ltd Corp.,25.1,7469.0,81906071.0
Ap604471,Em604471,Salaried,Hunt PLC Corp.,9.6,6946.0,68324867.0
Ap429670,Em429670,Salaried,Anderson-Simpson Corp.,6.7,6489.0,86357829.0
Ap906388,Em906388,Salaried,Hernandez PLC Corp.,2.8,8562.0,129241863.0
Ap318967,Em318967,Self-Employed,Walker Inc LLC,5.2,14086.0,13105141.0
Ap932672,Em932672,Salaried,"Barrett, Mathis and Adams Corp.",19.1,13231.0,102801071.0
Ap483152,Em483152,Hourly,"Young, Knight and Ford Corp.",25.5,22893.0,90151419.0
Ap194270,Em194270,Self-Employed,"Baker, Green and Adams LLC",14.3,20389.0,120175268.0
Ap891189,Em891189,Salaried,Cisneros LLC Corp.,25.5,13874.0,33748151.0
Ap643385,Em643385,Salaried,Garrett-Hampton Corp.,12.0,10455.0,112271895.0
Ap765755,Em765755,Salaried,Levy-Smith Corp.,11.9,13387.0,100891520.0
Ap247313,Em247313,Salaried,Mitchell-Ford Corp.,28.3,12177.0,75215888.0
Ap990324,Em990324,Salaried,Ford-Brooks Corp.,7.0,23229.0,108582446.0
Ap258768,Em258768,Salaried,Stevens Inc Corp.,19.2,3087.0,114230009.0
Ap346726,Em346726,Self-Employed,"Dominguez, Bryan and Kim LLC",2.4,11291.0,51455293.0
Ap956912,Em956912,Self-Employed,Sloan Inc LLC,6.2,24725.0,114403687.0
Ap670451,Em670451,Salaried,Holt and Sons Corp.,17.1,23217.0,105291125.0
Ap119816,Em119816,Salaried,Simmons-Conley Corp.,10.4,7807.0,88207061.0
Ap857907,Em857907,Self-Employed,Downs and Sons LLC,1.4,15689.0,31962874.0
Ap414997,Em414997,Salaried,"Mueller, Wilson and Ibarra Corp.",3.4,12312.0,36240290.0
Ap255989,Em255989,Salaried,Lawrence-Farrell Corp.,10.1,10096.0,120588130.0
Ap721019,Em721019,Salaried,"Matthews, Montoya and Johnson Corp.",9.6,7118.0,36796896.0
Ap776926,Em776926,Self-Employed,Richardson-Pham LLC,3.6,11819.0,122923955.0
Ap306524,Em306524,Self-Employed,Paul and Sons LLC,15.1,17417.0,78895124.0
Ap687111,Em687111,Salaried,Stewart and Sons Corp.,25.4,18283.0,88596413.0
Ap251878,Em251878,Self-Employed,Carter-Olson LLC,6.3,12013.0,107377704.0
Ap830880,Em830880,Salaried,Torres PLC Corp.,25.0,3119.0,52855229.0
Ap626047,Em626047,Salaried,"Tran, Walton and Taylor Corp.",2.1,20901.0,25391312.0
Ap881452,Em881452,Salaried,Ruiz-Walker Corp.,4.8,19158.0,120702644.0
Ap535165,Em535165,Self-Employed,Jackson PLC LLC,17.8,8262.0,69615643.0
Ap978806,Em978806,Salaried,Krause Group Corp.,14.8,20772.0,13918817.0
Ap233554,Em233554,Self-Employed,Hall LLC LLC,2.0,16131.0,30958135.0
Ap910874,Em910874,Salaried,"Graves, Hess and Lewis Corp.",19.8,4085.0,16725007.0
Ap551282,Em551282,Salaried,"Love, Jenkins and Thornton Corp.",17.7,6191.0,33236838.0
Ap193501,Em193501,Salaried,Garcia PLC Corp.,25.2,15652.0,74829754.0
Ap364223,Em364223,Salaried,Marquez Inc Corp.,12.2,4411.0,101679411.0
Ap159676,Em159676,Hourly,Woodard-Carroll Corp.,11.0,22426.0,27050172.0
Ap841804,Em841804,Salaried,Miller-Wu Corp.,9.9,21356.0,124137927.0
Ap273532,Em273532,Self-Employed,Johnson-Miller LLC,10.1,16435.0,30955471.0
Ap714685,Em714685,Salaried,Williams-Robinson Corp.,2.7,23114.0,80710035.0
Ap697135,Em697135,Salaried,"Daugherty, Smith and Lee Corp.",7.5,2414.0,65032990.0
Ap717895,Em717895,Salaried,"Allen, Ashley and Rodriguez Corp.",14.6,13733.0,43594890.0
Ap320178,Em320178,Self-Employed,Hernandez-White LLC,18.7,14118.0,56314575.0
Ap249521,Em249521,Salaried,"Nguyen, Jacobs and Bailey Corp.",10.7,14460.0,111503726.0
Ap526752,Em526752,Self-Employed,"Green, Wilson and Hicks LLC",18.0,16515.0,79033516.0
Ap688365,Em688365,Salaried,Atkins-Brooks Corp.,29.5,19296.0,86200947.0
Ap924690,Em924690,Self-Employed,"Lopez, Hart and Newman LLC",3.9,20285.0,61665280.0
Ap803662,Em803662,Salaried,Mckinney Inc Corp.,24.3,4964.0,23893333.0
Ap357009,Em357009,Self-Employed,Guerra-Jenkins LLC,3.8,20200.0,114559489.0
Ap237717,Em237717,Self-Employed,Garcia and Sons LLC,16.9,24433.0,86041258.0
Ap481915,Em481915,Salaried,Barrett-Jones Corp.,19.0,18696.0,116524807.0
Ap662288,Em662288,Hourly,"Freeman, Peterson and Chapman Corp.",11.0,5328.0,104505809.0
Ap651025,Em651025,Self-Employed,"Anderson, Miller and Vargas LLC",3.5,21421.0,117989519.0
Ap897917,Em897917,Salaried,Simmons Inc Corp.,9.4,19497.0,117040047.0
Ap400709,Em400709,Self-Employed,"Carroll, Martin and Murphy LLC",19.9,14114.0,129800754.0
Ap951587,Em951587,Salaried,Snyder-Brooks Corp.,8.4,20841.0,107522559.0
Ap286240,Em286240,Salaried,Weaver Inc Corp.,27.6,22244.0,60976750.0
Ap676775,Em676775,Self-Employed,"Marsh, Middleton and Warner LLC",10.0,23611.0,74771365.0
Ap374486,Em374486,Salaried,Chavez-Alvarado Corp.,12.1,20218.0,85464548.0
Ap402950,Em402950,Salaried,"Fernandez, Lee and Hunter Corp.",13.0,24092.0,125020460.0
Ap410914,Em410914,Salaried,Wagner-Lewis Corp.,18.4,6982.0,36079953.0
Ap178623,Em178623,Salaried,Deleon PLC Corp.,21.4,5758.0,111261408.0
Ap465321,Em465321,Salaried,"Lewis, Wallace and Floyd Corp.",6.2,12619.0,125697246.0
Ap962061,Em962061,Salaried,Conway LLC Corp.,29.6,19362.0,67645767.0
Ap283675,Em283675,Salaried,"Smith, Rodriguez and Brown Corp.",18.1,25335.0,78873120.0
Ap837334,Em837334,Salaried,King-Miller Corp.,5.7,13081.0,112848299.0
Ap730235,Em730235,Salaried,"Jenkins, Weiss and Larson Corp.",18.0,28236.0,67359736.0
Ap912831,Em912831,Salaried,Edwards Inc Corp.,25.1,28697.0,101636247.0
Ap752465,Em752465,Salaried,"Pollard, Molina and Anderson Corp.",6.2,5591.0,62440514.0
Ap316454,Em316454,Salaried,Alvarado and Sons Corp.,15.2,7688.0,94955336.0
Ap209575,Em209575,Salaried,"Payne, Conner and Booker Corp.",17.1,15916.0,55136657.0
Ap997336,Em997336,Salaried,"Anderson, Chandler and Williams Corp.",8.6,7755.0,120460708.0
