applicant_id,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education
Ap198723,368-83-7703,Michelle Norris,1988-06-24,Male,Divorced,Bachelor's Degree
Ap675644,342-24-8956,Casey Crawford,1961-11-23,Male,Separated,Bachelor's Degree
Ap372933,330-50-2970,Robert West,1983-03-08,Other,Divorced,Associate's Degree
Ap984152,677-41-6767,Sarah Smith,1971-01-28,Female,Divorced,Bachelor's Degree
Ap953088,422-72-3364,Christopher Day,1959-12-14,Other,Divorced,High School Diploma
Ap930460,491-80-2105,George Jones,1987-01-10,Other,Married,High School Diploma
Ap950916,769-97-4002,David Morales MD,1987-03-17,Female,Separated,Bachelor's Degree
Ap132154,709-72-3764,William Hinton,1953-04-23,Other,Separated,High School Diploma
Ap313942,631-21-3229,Ariel Curtis,1993-11-09,Male,Separated,Doctorate
Ap364480,771-11-4697,Jessica Smith,1978-01-25,Other,Single,Associate's Degree
Ap465821,886-96-7856,Troy Rivera,1971-04-14,Male,Divorced,Some College
Ap954211,278-79-6504,Thomas Fitzgerald,1956-02-24,Female,Separated,Master's Degree
Ap381173,838-98-1286,Justin Robinson,1959-11-11,Male,Single,Associate's Degree
Ap945633,538-11-9704,Kathryn Weaver,1958-09-07,Female,Single,Associate's Degree
Ap132265,710-01-5866,Christopher Davis Jr.,2004-03-10,Male,Separated,Associate's Degree
Ap465060,894-22-1559,Christine Burke,1999-05-10,Other,Married,Master's Degree
Ap343322,847-21-8577,Heather Thompson,1983-01-01,Female,Married,Some College
Ap274944,464-53-0775,Megan Santiago,1958-02-04,Male,Widowed,Bachelor's Degree
Ap670485,005-19-3779,Mrs. Christina Grant,1989-10-07,Other,Separated,Associate's Degree
Ap548396,650-89-2654,Steve Hernandez,1989-06-06,Other,Separated,Associate's Degree
Ap254782,672-11-7797,Brian Porter,2006-07-05,Male,Divorced,High School Diploma
Ap784846,255-10-7467,David Potter,2006-06-06,Female,Widowed,Associate's Degree
Ap171907,270-20-9626,Timothy Good,1978-02-09,Male,Separated,Master's Degree
Ap302967,845-38-4333,Karen Stanley,1959-08-06,Other,Widowed,Master's Degree
Ap950867,056-69-5867,Stephanie Sanchez,1999-07-02,Other,Separated,Bachelor's Degree
Ap402775,590-21-0670,Elizabeth Garcia,1998-08-15,Female,Widowed,Doctorate
Ap491182,120-52-5061,George Mack,1976-11-29,Other,Widowed,Associate's Degree
Ap856892,064-05-4195,Joseph Richmond,1950-03-05,Other,Divorced,Bachelor's Degree
Ap382247,501-54-6223,Brandon Nguyen,1990-02-13,Male,Married,Associate's Degree
Ap164772,326-69-5710,Catherine Thompson,2006-01-04,Male,Widowed,Bachelor's Degree
Ap226108,128-69-4855,Sarah Guzman,1968-02-03,Male,Separated,Associate's Degree
Ap114382,691-51-3150,Christine Goodwin MD,1949-12-19,Female,Separated,Master's Degree
Ap184291,249-04-3047,James Lee,1963-12-26,Female,Single,Some College
Ap463339,776-77-7699,Faith Davis,1961-11-04,Female,Widowed,High School Diploma
Ap759116,875-37-0914,Kevin Hayes,1991-06-03,Female,Widowed,Bachelor's Degree
Ap382753,855-33-2251,Anthony Hernandez,1988-09-08,Female,Single,Doctorate
Ap247550,404-67-0524,Johnathan Rodriguez,1960-12-12,Female,Divorced,Associate's Degree
Ap332050,204-90-9505,Colton Thomas,1996-07-15,Female,Divorced,Bachelor's Degree
Ap532882,631-50-3854,Misty Johnson,1950-07-01,Female,Married,Doctorate
Ap437827,772-44-7069,Laura Smith,1999-06-12,Male,Separated,High School Diploma
Ap592313,249-34-4234,Jennifer Flores,1954-07-15,Other,Single,Master's Degree
Ap486858,390-06-5026,Ronald Anderson,1996-05-05,Female,Divorced,High School Diploma
Ap754618,429-41-5409,Joshua Franklin,1998-10-29,Male,Separated,Some College
Ap695603,553-03-2167,Kent Singh DDS,1988-09-16,Male,Single,Master's Degree
Ap964266,849-36-3596,Tyler Wood,1980-11-09,Other,Separated,Some College
Ap488349,524-65-1805,Joanna Allen,1965-10-01,Other,Married,Bachelor's Degree
Ap114153,749-19-7835,Michelle Hernandez,1994-01-07,Female,Divorced,Some College
Ap700613,432-91-9353,Samantha Anderson,1996-03-29,Male,Divorced,Doctorate
Ap340773,742-19-0827,Melissa Mitchell,1987-12-05,Other,Divorced,Bachelor's Degree
Ap155318,491-23-1559,Adam Cline,2004-11-29,Other,Separated,High School Diploma
Ap494030,321-46-9571,Anthony Newman,1962-08-22,Male,Widowed,Some College
Ap477177,605-13-0721,Christopher Cook,1951-09-14,Other,Separated,Master's Degree
Ap176077,066-79-9268,Tiffany Cline,1997-08-04,Male,Single,Associate's Degree
Ap976906,719-69-8280,Candace Ramos,1966-05-31,Male,Married,Doctorate
Ap233515,836-92-3630,Sandy Hall,1997-01-06,Other,Single,Associate's Degree
Ap306988,769-68-6931,Veronica Ramos,1974-11-13,Male,Single,Bachelor's Degree
Ap959751,885-93-8140,Paul Patel,1983-11-27,Male,Widowed,Associate's Degree
Ap225885,146-14-3394,Jeffrey Hayes,1985-04-05,Female,Divorced,High School Diploma
Ap996209,509-44-8007,Pamela Haley,1957-12-11,Other,Single,Doctorate
Ap641656,555-71-9383,Mrs. Stephanie Mitchell,1988-03-29,Female,Married,Bachelor's Degree
Ap770688,142-91-7139,Jennifer Ferrell,1977-07-31,Other,Separated,Bachelor's Degree
Ap288014,212-84-5026,Rachel Blake,1959-09-06,Male,Widowed,Doctorate
Ap191751,434-20-1480,Ryan Melton,1997-07-16,Female,Married,High School Diploma
Ap330203,320-86-9658,John Wilson,1950-02-27,Male,Separated,Master's Degree
Ap913738,506-89-5350,Beth Oconnell MD,1985-11-05,Male,Separated,Associate's Degree
Ap795275,890-01-3203,Nicole Newton,1998-01-11,Male,Divorced,Some College
Ap923651,234-05-5694,Mr. William Hughes DDS,1987-05-11,Other,Separated,Master's Degree
Ap311951,120-59-0053,Jeffery Brock,2001-09-08,Other,Single,High School Diploma
Ap605155,449-98-2063,Adrian Anderson,1958-01-16,Male,Divorced,Bachelor's Degree
Ap295716,062-72-6813,Travis Johnson,1978-04-16,Female,Separated,High School Diploma
Ap684567,163-07-3484,Jose Huffman,1953-09-13,Male,Married,Bachelor's Degree
Ap415172,542-52-0601,Paul Evans,1962-10-02,Male,Separated,Master's Degree
Ap990695,325-78-9927,Jason Walker,1954-04-22,Other,Married,Doctorate
Ap100126,215-29-7016,Steven Richardson,1950-06-22,Male,Widowed,Master's Degree
Ap938761,091-50-1924,Gwendolyn Andrade,2005-03-18,Female,Divorced,Bachelor's Degree
Ap127632,146-88-0725,Chad Robinson,1966-10-16,Male,Single,Some College
Ap600315,062-65-7591,Krista Rhodes,1964-06-11,Other,Separated,High School Diploma
Ap820670,248-89-9371,Carol Bruce,1949-07-24,Female,Widowed,Doctorate
Ap209945,427-42-1360,Catherine Arias,1975-02-08,Male,Married,Associate's Degree
Ap417320,437-94-6044,Amanda James,1956-11-16,Female,Widowed,Master's Degree
Ap350869,701-60-6845,Deborah Harding,1994-10-31,Other,Single,High School Diploma
Ap841426,642-43-8545,Ian Cox,1992-03-23,Male,Married,Master's Degree
Ap598716,479-20-0990,William Frazier,1957-06-30,Other,Widowed,Master's Degree
Ap275399,891-44-9346,Gregory Garrett,1950-03-17,Other,Separated,Doctorate
Ap562120,312-27-4744,Michael Holland,1994-10-10,Female,Single,High School Diploma
Ap234869,229-87-2262,Sherry Hoffman,1962-01-24,Female,Separated,Doctorate
Ap278954,364-44-2448,Gregory Adams,1957-12-19,Other,Divorced,Associate's Degree
Ap769078,563-49-6569,Angela Williams,1974-09-11,Other,Separated,Some College
Ap134560,021-49-2471,Thomas Jacobs,1979-07-23,Female,Divorced,Master's Degree
Ap963021,117-80-9547,Jacob Parker,1968-05-17,Other,Separated,Master's Degree
Ap384260,155-37-5288,Steven Barnes,1951-03-03,Other,Married,Associate's Degree
Ap232717,885-91-3792,Tanya Raymond,1980-07-15,Female,Married,Bachelor's Degree
Ap278595,784-13-0178,Charles Marshall,2002-12-28,Female,Single,Master's Degree
Ap748373,212-87-5388,Kimberly Sullivan,1976-03-16,Other,Divorced,Some College
Ap479862,369-31-7438,Jade Lynn,1994-07-29,Other,Widowed,Doctorate
Ap905688,122-15-6637,Frank Murphy,1977-05-05,Female,Single,Associate's Degree
Ap594592,542-48-6414,Courtney Castro,1982-10-09,Male,Single,Associate's Degree
Ap200158,530-74-4695,Carol Robinson,1985-12-07,Other,Separated,Master's Degree
Ap808533,396-30-0054,Susan Owens,1989-01-11,Other,Separated,Some College
Ap268502,822-45-1863,Harold Wilson,2007-03-05,Other,Married,High School Diploma
Ap532498,177-10-7024,Mary Bryant MD,1974-10-29,Female,Divorced,Bachelor's Degree
Ap430388,484-46-3892,Caroline Thomas,1965-01-29,Male,Married,Master's Degree
Ap767054,891-03-8054,Andre Aguilar,1957-11-05,Other,Single,Master's Degree
Ap418408,030-09-6327,Darrell Wilson,1966-06-26,Other,Widowed,Some College
Ap568276,182-08-8304,Chelsey Conner,1972-11-16,Other,Divorced,Bachelor's Degree
Ap157545,356-73-1475,Nina Moore,1985-10-23,Male,Married,Doctorate
Ap611411,426-89-2074,Richard Rodriguez,1950-01-04,Male,Widowed,High School Diploma
Ap925656,302-28-4820,Richard Garcia,1964-04-25,Male,Married,Some College
Ap984377,103-40-5764,Douglas Graham,1975-09-28,Other,Married,Associate's Degree
Ap113224,200-10-5506,Cynthia Villarreal,1967-09-22,Male,Divorced,Bachelor's Degree
Ap140738,090-78-0336,Brandy Martin,1994-04-23,Female,Widowed,Some College
Ap950163,246-05-7893,Danielle Tran,1999-05-11,Other,Divorced,High School Diploma
Ap280760,800-45-7959,Shannon Guzman,1963-05-02,Female,Single,Associate's Degree
Ap863978,237-08-3115,Kara Hall,1999-03-16,Female,Divorced,Bachelor's Degree
Ap566725,389-94-7806,Michael Fowler,1992-11-22,Other,Widowed,High School Diploma
Ap763937,316-40-5242,Scott Duncan MD,1957-03-10,Female,Single,Doctorate
Ap632358,434-10-4149,Lisa Burgess,1996-12-17,Other,Married,Bachelor's Degree
Ap226161,365-90-4410,Amber Woods,1994-04-26,Other,Single,Some College
Ap632954,862-50-1267,Shannon Hunt,2001-10-26,Male,Separated,Some College
Ap944193,593-07-5485,Richard Hodges,1990-09-12,Other,Married,Doctorate
Ap398512,313-24-5577,Jessica Davis,1963-01-09,Female,Divorced,High School Diploma
Ap762143,646-44-2671,Howard Smith,1966-10-22,Male,Widowed,Associate's Degree
Ap666202,786-25-5096,Olivia Peterson,1983-02-14,Other,Separated,Doctorate
Ap301579,725-11-8654,Casey Logan,1995-01-13,Female,Divorced,Some College
Ap752026,711-56-4754,Michael Wright,1965-02-10,Female,Widowed,High School Diploma
Ap871253,516-64-7248,Eric Brown,1966-05-07,Other,Single,Doctorate
Ap604471,239-93-0831,Anthony Morgan,1953-07-09,Male,Married,Doctorate
Ap429670,894-36-2758,Jacob Harris,1978-05-17,Other,Divorced,High School Diploma
Ap906388,004-14-3454,Hayley Prince,1981-08-25,Female,Separated,Bachelor's Degree
Ap318967,840-69-9128,Renee Smith,1984-04-30,Other,Married,High School Diploma
Ap932672,248-95-8353,Michael Smith,1968-10-14,Other,Separated,Doctorate
Ap483152,498-93-4411,Victoria Boyd,1985-09-18,Male,Separated,Bachelor's Degree
Ap194270,602-47-2077,Gregory Daniels,2003-07-29,Female,Single,High School Diploma
Ap891189,141-11-0635,Christopher Jones,1969-09-26,Female,Separated,Some College
Ap643385,183-23-1837,Jordan Hancock,1952-09-13,Other,Separated,Associate's Degree
Ap765755,275-87-1409,Andrea Parrish,1966-02-05,Male,Separated,High School Diploma
Ap247313,532-23-9053,Kevin Harvey,1972-11-20,Other,Widowed,Doctorate
Ap990324,521-10-5380,Jeffrey Hall,1957-07-09,Male,Widowed,Bachelor's Degree
Ap258768,071-87-4644,Peggy Hernandez,1998-12-15,Other,Widowed,High School Diploma
Ap346726,809-13-0216,Douglas Martin,2002-01-18,Male,Widowed,Some College
Ap956912,315-35-7151,Michelle White,1967-08-21,Female,Married,High School Diploma
Ap670451,087-33-7579,Chad Dunn,1952-11-22,Male,Divorced,Doctorate
Ap119816,320-08-4245,Paula Rivera,1954-10-15,Male,Married,Some College
Ap857907,291-77-0430,Melissa Taylor,1997-01-19,Male,Widowed,Master's Degree
Ap414997,104-81-9252,Susan Garcia,1966-04-11,Female,Married,High School Diploma
Ap255989,869-76-3120,Maria Graham,1954-05-27,Female,Single,Some College
Ap721019,219-27-8592,Matthew Nelson,2004-08-11,Other,Separated,Some College
Ap776926,134-33-1962,Eric Jensen,1980-05-12,Male,Single,Master's Degree
Ap306524,496-36-2056,Mary Rodriguez DDS,2005-02-25,Other,Separated,High School Diploma
Ap687111,650-85-9361,Justin Herrera,1982-07-21,Male,Married,Doctorate
Ap251878,651-62-1511,Jill Swanson,1955-06-01,Female,Separated,Associate's Degree
Ap830880,852-15-4133,Austin Luna,1997-01-16,Male,Single,Doctorate
Ap626047,375-77-5788,Brandon Hoffman,1951-09-01,Male,Single,Master's Degree
Ap881452,216-07-6567,Veronica Walker,1990-06-08,Female,Divorced,Master's Degree
Ap535165,350-52-1090,Cindy Dickerson,2001-04-09,Other,Divorced,Some College
Ap978806,223-11-5625,Jennifer Moore,2001-02-13,Female,Single,Master's Degree
Ap233554,445-38-2321,Daisy Barnes,1990-09-09,Other,Married,Bachelor's Degree
Ap910874,205-41-0629,William Stewart,1956-10-11,Female,Single,Associate's Degree
Ap551282,209-48-4734,Anthony Adams,1955-12-04,Other,Married,Bachelor's Degree
Ap193501,078-37-0043,Mark Carter,1949-07-06,Other,Divorced,Associate's Degree
Ap364223,363-76-5663,Laura Taylor,1973-11-19,Male,Widowed,High School Diploma
Ap159676,104-05-2592,Cindy Gutierrez,1964-12-23,Female,Married,Master's Degree
Ap841804,509-44-6040,Adrienne Oconnor,1992-09-12,Female,Widowed,Bachelor's Degree
Ap273532,817-67-9013,Devon Cunningham,1992-03-20,Male,Separated,Associate's Degree
Ap714685,325-54-1489,Karen Carroll,1977-12-23,Male,Widowed,High School Diploma
Ap697135,660-20-2107,Brian Jones,1984-05-11,Male,Single,Doctorate
Ap717895,052-73-7988,Jennifer King,1973-08-26,Other,Separated,Associate's Degree
Ap320178,821-72-9178,Kathy Tanner,1963-08-28,Male,Married,Master's Degree
Ap249521,486-88-7053,Jennifer Wang,1985-04-07,Male,Single,Doctorate
Ap526752,385-20-4624,Robert Le,1984-03-10,Male,Married,High School Diploma
Ap688365,255-11-3968,Amy Gardner,1955-07-29,Male,Separated,Master's Degree
Ap924690,095-95-8507,Julia Gonzalez,1972-07-17,Male,Divorced,Some College
Ap803662,467-01-8016,Valerie Brady,1965-03-31,Male,Widowed,Associate's Degree
Ap357009,501-30-7347,Jennifer Dean,1950-11-10,Other,Separated,Bachelor's Degree
Ap237717,197-23-7908,Kyle Jennings,1965-05-01,Female,Widowed,High School Diploma
Ap481915,842-34-7829,Danny Romero DVM,1987-08-08,Female,Single,High School Diploma
Ap662288,066-05-1617,Diamond Jackson,1974-05-24,Other,Widowed,Some College
Ap651025,025-64-9373,Ashley Smith,1956-03-19,Female,Single,Doctorate
Ap897917,697-95-8589,Brooke Mccarthy MD,2007-03-01,Male,Married,Doctorate
Ap400709,078-14-8034,Donna Gordon,2000-01-10,Other,Widowed,Some College
Ap951587,810-62-1295,Madeline Hicks,1994-07-23,Female,Widowed,Bachelor's Degree
Ap286240,677-59-8855,Sara Rogers MD,1986-10-26,Other,Separated,Master's Degree
Ap676775,814-97-6448,Matthew Mosley,1952-03-12,Other,Divorced,High School Diploma
Ap374486,610-06-9635,Mackenzie Martin,1960-04-28,Female,Separated,High School Diploma
Ap402950,004-64-8997,Angela Davis,2004-06-26,Female,Divorced,Associate's Degree
Ap410914,896-90-3937,Catherine Castillo,1970-06-13,Male,Separated,High School Diploma
Ap178623,335-62-7334,Charlotte Norman,1960-06-14,Female,Married,Master's Degree
Ap465321,338-34-5907,Christopher Black,1967-04-22,Male,Widowed,Doctorate
Ap962061,167-23-3148,Sherry Hernandez,1967-04-18,Other,Separated,Some College
Ap283675,163-06-3633,Kelsey Thomas,1973-11-02,Male,Married,Master's Degree
Ap837334,584-17-0025,Bonnie Brooks,1968-03-22,Other,Single,Bachelor's Degree
Ap730235,760-27-5181,Manuel Carey,1998-02-22,Female,Single,Doctorate
Ap912831,646-78-1514,Christopher Ruiz,1964-09-07,Other,Widowed,Some College
Ap752465,664-53-0826,Alexandra Villa,1957-12-18,Other,Separated,Bachelor's Degree
Ap316454,047-70-3645,Lori Harris,1977-08-30,Female,Divorced,Master's Degree
Ap209575,108-95-3823,Jason Morales,1952-07-21,Other,Separated,Bachelor's Degree
Ap997336,763-80-5476,Jesse Gomez,1993-02-28,Female,Married,Some College
Ap307606,571-69-3394,David Baker,1949-08-05,Other,Married,Bachelor's Degree
Ap605815,718-32-1475,Vanessa Reynolds,1955-06-21,Female,Divorced,Some College
Ap392822,380-34-1362,Kevin Robertson,1999-07-16,Female,Single,High School Diploma
Ap176218,481-09-9136,Diana Hanson,1967-12-05,Male,Divorced,Some College
Ap687518,104-91-4435,Wanda Donovan,1996-06-04,Female,Single,Master's Degree
Ap870044,682-93-6372,Connie Harris,1977-06-30,Male,Widowed,Associate's Degree
Ap436199,034-24-3485,Jennifer Gonzalez,1995-01-21,Female,Separated,Bachelor's Degree
Ap549589,280-51-3684,Mark Thompson,1980-12-06,Male,Separated,Master's Degree
Ap786840,088-49-4892,Jennifer Sandoval,1953-06-22,Other,Divorced,Doctorate
Ap578446,689-58-3031,James Lucas,1996-06-30,Male,Widowed,Some College
Ap562052,608-88-0049,Michael Robinson,1999-06-12,Female,Widowed,Some College
Ap434402,777-70-2610,PHILLIP GARCIA,1971-12-02,Female,Separated,Some College
Ap139986,630-17-9649,Deborah Lyons,1977-01-03,Male,Single,Doctorate
Ap779520,786-93-6686,Ashley Shields,1988-06-22,Male,Single,Bachelor's Degree
Ap447739,185-13-1856,Nathaniel Hill,2001-06-23,Other,Separated,Master's Degree
Ap725646,841-25-5903,Joshua Ramirez,1991-04-02,Female,Separated,High School Diploma
Ap572327,649-25-0562,Frank Ross,1984-09-12,Male,Separated,Some College
Ap427073,069-27-2504,Jonathan Avila,1950-05-03,Female,Married,Associate's Degree
Ap697794,521-85-7205,Katie Robertson,1959-04-30,Male,Single,High School Diploma
Ap134911,752-58-3672,Danielle May,1986-03-21,Other,Married,High School Diploma
Ap973559,117-39-5445,James Dunn,1968-11-22,Other,Single,Associate's Degree
Ap525037,417-92-3644,Joe Bradshaw,1984-08-04,Other,Divorced,High School Diploma
Ap830399,805-32-3320,Laurie Lowe,1952-12-21,Other,Single,Some College
Ap999885,664-27-7500,Garrett Thomas,1998-04-01,Female,Divorced,Master's Degree
Ap708746,361-76-3892,Sally Lloyd,1975-01-05,Female,Single,Some College
Ap112175,712-25-4153,James Cook,2004-11-27,Other,Widowed,Associate's Degree
Ap416915,006-18-1778,Richard Bean,1954-11-26,Male,Divorced,Bachelor's Degree
Ap599876,654-46-8694,Tonya Jordan,1960-07-18,Male,Married,Bachelor's Degree
Ap745588,770-59-2345,Jennifer Simpson,1985-11-18,Male,Single,High School Diploma
Ap711213,437-22-7942,Christy Vargas,1960-12-26,Male,Married,Bachelor's Degree
Ap868734,827-87-1538,Molly Chung,2006-03-29,Male,Single,Master's Degree
Ap166358,896-50-1752,Megan Caldwell,1965-06-24,Male,Widowed,Bachelor's Degree
Ap510543,119-34-7862,David Walter,1977-02-24,Other,Divorced,High School Diploma
Ap147057,389-88-5872,Jennifer Wright,2003-06-16,Other,Widowed,Bachelor's Degree
Ap368294,584-32-3526,Jessica Johnson,1976-09-06,Female,Separated,High School Diploma
Ap890857,768-33-7113,Jason Roberts,1995-08-28,Male,Separated,Doctorate
Ap354726,402-33-0321,Angelica Morales,1973-12-06,Male,Divorced,Associate's Degree
Ap378176,778-23-7413,Noah Zimmerman,1967-12-24,Female,Separated,Doctorate
Ap626486,647-16-9206,Zachary Smith,1976-12-18,Female,Widowed,Some College
Ap808754,886-54-1175,Lucas Hernandez,1981-04-27,Female,Widowed,High School Diploma
Ap267292,441-52-4249,Deborah Frost,1987-12-07,Male,Separated,High School Diploma
Ap244931,672-94-7035,Karl Roberson,1982-06-11,Other,Divorced,High School Diploma
Ap543676,470-62-6641,Denise Chan,1949-06-24,Other,Single,Master's Degree
Ap262491,609-44-4534,Michelle Arias,1959-05-03,Male,Single,Associate's Degree
Ap481009,433-22-1793,Courtney Blair,1963-02-01,Other,Single,Bachelor's Degree
Ap501921,661-57-1415,Carrie Smith,2001-11-27,Female,Divorced,High School Diploma
Ap360910,057-38-4074,Madison Stevenson,1970-05-18,Male,Separated,Some College
Ap123236,412-77-5942,Krystal Lara,1957-10-30,Other,Divorced,Bachelor's Degree
Ap187955,277-11-0612,Rachel Blackburn,1990-05-16,Other,Divorced,High School Diploma
Ap840874,778-41-3529,Kenneth Herrera,1951-10-26,Male,Single,High School Diploma
Ap727433,845-55-7137,Brian Woodward,1981-05-09,Other,Divorced,Some College
Ap770718,445-46-7043,Rachel Moore,2005-03-18,Other,Separated,Master's Degree
Ap330785,863-14-5075,Todd Williams DDS,1983-10-11,Other,Single,High School Diploma
Ap194914,342-99-8044,Bobby Edwards,1994-11-24,Other,Divorced,Doctorate
Ap989302,306-44-9625,Logan Collier,1971-08-08,Female,Married,Bachelor's Degree
Ap307990,281-04-5922,David Cole,1966-04-07,Other,Divorced,Some College
Ap478387,784-34-7322,Tara Moore,1971-10-22,Other,Separated,Doctorate
Ap638884,581-76-5226,Bobby Lewis,2000-02-04,Male,Widowed,Some College
Ap756639,533-73-5884,Lisa Shaffer,1955-07-25,Male,Widowed,Master's Degree
Ap294269,551-47-5533,Adrian Lopez,1991-07-28,Male,Married,High School Diploma
Ap997928,332-42-3582,Kimberly Montoya,1966-04-21,Male,Divorced,Associate's Degree
Ap492417,721-41-7230,Robert Little,1984-06-20,Female,Single,High School Diploma
Ap238155,513-81-6895,Mrs. Jennifer Cunningham DVM,1978-02-18,Male,Single,Some College
Ap220674,379-80-3117,Donna Ryan,1949-04-12,Male,Separated,Associate's Degree
Ap881817,221-89-3360,Brad Pitts,1994-04-19,Male,Separated,Bachelor's Degree
Ap864757,857-02-6407,Kyle Rodriguez,1978-04-02,Male,Single,Bachelor's Degree
Ap356713,302-60-9022,Karen Washington,1965-03-25,Male,Married,Associate's Degree
Ap541501,321-07-2138,Rhonda Johnson,1953-08-29,Other,Separated,Bachelor's Degree
Ap643351,502-69-3081,Corey Oliver,1982-08-14,Male,Single,Doctorate
Ap167642,682-73-4824,ERIC MILLER,1971-09-30,Male,Divorced,Bachelor's Degree
Ap190093,288-07-2483,Carlos Smith,2002-08-07,Male,Divorced,Master's Degree
Ap607606,578-97-7446,Jordan Welch,1990-02-23,Male,Single,Doctorate
Ap317215,367-77-7951,NATHANIEL TORRES,1973-12-25,Female,Separated,Master's Degree
Ap807280,759-66-5401,Amanda Solis,1983-05-23,Male,Separated,Bachelor's Degree
Ap783889,377-38-3904,Austin Wilson,1955-04-20,Other,Separated,Associate's Degree
Ap135954,389-87-8328,Jeffrey Ortega,1980-08-13,Female,Single,High School Diploma
Ap127856,159-71-4576,Erika Bradley,1999-12-31,Female,Divorced,Doctorate
Ap626861,725-23-4716,Lucas Noble,2000-06-13,Male,Single,Some College
Ap659655,379-43-2226,Michael Harris,1951-03-15,Female,Single,Doctorate
Ap595553,853-97-0996,Renee Hoover,2006-02-04,Male,Separated,Associate's Degree
Ap862092,172-67-5609,Sandra Wolf,1976-05-25,Male,Single,Associate's Degree
Ap986040,276-46-2620,Gene Murphy,2000-12-02,Female,Single,Associate's Degree
Ap422918,850-78-7489,Melvin Green,1964-03-11,Other,Divorced,High School Diploma
Ap123752,314-82-5301,Eric Gonzalez,1986-06-22,Female,Married,Some College
Ap941461,020-41-7099,John Hall,2000-07-11,Female,Separated,Master's Degree
Ap248757,216-50-8823,Raymond Kelly,1997-02-17,Female,Divorced,Associate's Degree
Ap413837,177-25-4355,David Clark,1990-01-17,Other,Married,Master's Degree
Ap216739,438-07-7405,Cynthia Booth,1982-07-29,Other,Married,Some College
Ap942393,280-16-3761,Christine Davis,2005-05-25,Other,Divorced,High School Diploma
Ap338009,248-27-7775,Kim Jones,1987-09-03,Female,Widowed,Master's Degree
Ap880316,656-43-0039,Ronald Cabrera,1959-08-14,Female,Separated,High School Diploma
Ap307980,501-06-8258,ANTHONY HARRISON,1979-11-06,Male,Married,Master's Degree
Ap356609,601-71-9670,Jacob Miller,1977-05-02,Male,Separated,High School Diploma
Ap488822,563-17-2502,Chad Flynn,1951-01-28,Other,Widowed,Bachelor's Degree
Ap436676,505-42-1715,Bryan Kane,1962-04-08,Female,Married,Doctorate
Ap444138,701-80-6695,Erica Perez,1963-01-04,Female,Separated,High School Diploma
Ap418277,238-07-3105,Manuel Long MD,1972-07-17,Other,Single,Bachelor's Degree
Ap618271,291-19-3741,Misty Price,1956-04-15,Other,Widowed,Bachelor's Degree
Ap423412,419-65-0771,Michelle Cohen,1965-04-25,Male,Separated,High School Diploma
Ap585417,616-20-3673,Reginald Wright,1999-08-03,Other,Married,High School Diploma
Ap531459,181-25-6735,Daniel Decker,2002-12-15,Other,Separated,High School Diploma
Ap288456,393-44-8897,Eric Powell,1981-12-10,Male,Single,Bachelor's Degree
Ap655941,359-71-3402,Thomas Mitchell,1977-10-07,Male,Single,Doctorate
Ap257729,427-53-9110,Erica Pace,1974-02-14,Female,Widowed,High School Diploma
Ap328504,676-67-9305,Stephanie Kelly,1979-09-24,Female,Married,Master's Degree
Ap746117,122-07-9405,Julie Moore,1981-05-10,Male,Married,Master's Degree
Ap752665,593-31-4675,Amanda Li,1967-07-18,Male,Married,Doctorate
Ap625910,535-92-0211,Katrina Williams,1978-09-02,Male,Divorced,Doctorate
Ap673044,284-07-5527,Dawn Calderon,1995-02-01,Other,Separated,Doctorate
Ap140809,532-53-0144,Paul Bautista,1972-07-02,Female,Widowed,Associate's Degree
Ap641013,341-76-1805,Nicole Hudson,1987-12-04,Female,Separated,Associate's Degree
Ap816756,384-35-3095,Justin Sanchez,1958-11-06,Other,Separated,Doctorate
Ap151226,407-22-0749,Katherine Cole,1970-09-03,Other,Widowed,Master's Degree
Ap599512,376-86-1185,Tyler Stewart,1963-09-29,Female,Divorced,High School Diploma
Ap705470,080-66-6554,Kathy Freeman,1976-03-18,Male,Separated,High School Diploma
Ap575781,768-38-8093,Kimberly Henderson,1989-05-05,Male,Married,Some College
Ap129402,046-39-9855,Thomas Buchanan,1988-10-19,Male,Separated,Bachelor's Degree
Ap104263,311-66-3815,Mr. Scott Warren Jr.,1993-07-23,Female,Single,Doctorate
Ap851883,205-12-4946,Debra Brown,1953-04-10,Other,Separated,Bachelor's Degree
Ap277900,544-30-8235,LAUREN STEVENS,1969-12-20,Female,Separated,Doctorate
Ap672212,849-67-9311,Angel Grimes,1996-01-04,Other,Married,Master's Degree
Ap436326,286-19-3607,Daniel Acosta,1979-08-27,Female,Divorced,Bachelor's Degree
Ap324137,326-71-3239,Denise Allen,2005-01-11,Other,Married,Master's Degree
Ap552268,610-77-4566,Johnny Morris,1997-08-20,Other,Single,High School Diploma
Ap397881,481-99-7118,Paul Hoffman,1996-03-15,Other,Married,Bachelor's Degree
Ap463476,032-30-5306,Jeremiah Lewis,1988-04-16,Female,Single,Bachelor's Degree
Ap451707,434-27-8510,Frederick Davis,1963-12-10,Male,Single,Bachelor's Degree
Ap784733,284-37-5543,Kelly Rice,1960-04-29,Male,Married,Bachelor's Degree
Ap610585,864-93-1518,Nicole Obrien,1971-05-16,Male,Divorced,High School Diploma
Ap791757,281-68-7944,Craig Guzman,1986-04-20,Other,Divorced,Doctorate
