Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20250125-277,2025-01-25,Mortgage,745056.0,Home Purchase,240.0,839-79-1095,Susan Morgan,,Female,Separated,Doctorate,5976 Faith Turnpike,East Ryan,Nebraska,75306,836-770-5137,amartinez@smith-king.com,Salaried,Hayes-Key Corp.,19.3,28000.0,081472084,Hayden Ramirez,Sibling,(260)487-7707
USLW-APP-20240626-646,2024-06-26,Personal,38490.0,Education,36.0,010-22-8401,Joel Pope,2006-05-17,Other,Married,Doctorate,32762 Justin Garden Suite 621,Prattbury,Rhode Island,68858,(004)914-1911x665,nicole43@hotmail.com,Salaried,Horton-Cohen Corp.,15.3,10277.0,073100089,Paul Avila,Spouse,1257891483
USLW-APP-20241218-661,2024-12-18,Mortgage,960643.0,Home Purchase,280.0,610-97-2212,Alexandra Clark,1984-06-17,Female,Single,Doctorate,,Youngville,,28744,+1-192-582-7553x4748,orice@yahoo.com,Salaried,Cruz Ltd Corp.,14.5,13506.0,070310270,Angela Simon,Parent,973-718-5817
USLW-APP-20241116-817,2024-11-16,Personal,46041.0,Debt Consolidation,36.0,236-77-2371,Lawrence Ramos,1986-07-31,Female,Married,Some College,11980 John Green,Ramoschester,Nebraska,77095,(378)148-4505,vthompson@wilkins.com,Hourly,"Munoz, Reyes and Humphrey Corp.",24.6,22838.0,114028253,Jose Owens,Parent,440.266.7757x148
USLW-APP-20240428-218,2024-04-28,Small Business,452589.0,Working Capital,58.0,622-77-0998,,1986-07-16,Male,Married,Master's Degree,8263 Jake Forge Apt. 398,New Jessica,Wisconsin,84845,4336207051,pramirez@yahoo.com,Salaried,"Watson, Herrera and Mitchell Corp.",27.9,7641.0,050799251,Steven Wright,Spouse,(878)715-1656x4095
USLW-APP-20241030-944,2024-10-30,Personal,10746.0,Debt Consolidation,21.0,785-44-7975,Anna Bryant,1986-12-07,Female,Single,Bachelor's Degree,13945 Matthew Plaza,Lawrencetown,Montana,,(281)767-0547x19463,cynthia03@gmail.com,Salaried,Lamb-Cunningham Corp.,24.1,24632.0,126170856,Christine Nicholson,Parent,911-510-9834
USLW-APP-20250106-998,2025-01-06,Personal,12890.0,Education,51.0,572-91-3459,Tim Jenkins,1973-07-05,Other,Widowed,Doctorate,66996 Kathleen Summit Apt. 125,Younghaven,Connecticut,46073,145.240.1617,richard09@mcdaniel.com,Salaried,Scott-Garrett Corp.,13.0,28001.0,098618433,Michael Hoffman,Spouse,001-608-873-3329x29708
USLW-APP-20241127-111,2024-11-27,Personal,41130.0,Education,36.0,252-91-3748,Jenna Fisher,1985-04-30,Female,Single,Associate's Degree,16621 Stephens Forest,Lake Josephland,Nebraska,45015,+1-216-489-4137x998,amanda85@yahoo.com,Salaried,Parker Inc Corp.,16.8,10725.0,022429614,Tyler Gibbs,Sibling,285.427.9394x49437
USLW-APP-20241103-789,2024-11-03,Personal,8850.0,Home Improvement,47.0,380-80-7584,Erika Cox,1962-01-12,Male,Married,High School Diploma,4540 Christopher Skyway Apt. 825,Rodriguezland,Arkansas,37614,(048)676-7458,rsmith@yahoo.com,Retired,,0.0,0.0,117591790,Mary Mercado,Parent,(438)614-5039
USLW-APP-20240622-319,2024-06-22,Personal,41315.0,Other,42.0,174-22-1404,Debbie Cook,1984-09-09,Other,Widowed,Master's Degree,9145 Erica Plaza Suite 270,East James,Louisiana,53723,+1-907-561-8275x447,jeffreymartinez@henry.org,Salaried,Johnson-James Corp.,,12444.0,060259671,Jacob Martin,Spouse,168-524-0282x562
USLW-APP-20250301-860,2025-03-01,Personal,3167.0,Other,17.0,564-41-6191,Jessica Quinn,1967-01-21,Male,Widowed,Associate's Degree,3217 Ricardo Prairie Suite 807,Rodriguezland,Washington,87847,394.601.5094,ashley72@johnson-morales.org,Salaried,"Hughes, Davis and Ramirez Corp.",25.7,16882.0,092258129,Matthew Davis,Parent,(123)094-7832x2670
USLW-APP-20240613-715,2024-06-13,Personal,,Vacation,24.0,358-81-0793,Daniel Glenn,1990-07-04,Other,Separated,Some College,4774 Mcdaniel Ranch,Heatherview,Arkansas,78453,001-198-871-1023x37903,john05@wright.com,Salaried,Maynard-Franklin Corp.,24.7,11835.0,102573024,Charles Garza,Spouse,(083)942-9164x9776
USLW-APP-20240924-193,2024-09-24,Small Business,275830.0,Equipment Purchase,84.0,292-57-7046,Erica Martinez,1984-05-29,Female,Separated,Doctorate,884 Jerome Land,West David,Oklahoma,01442,356.157.0412,jessekirk@hotmail.com,Salaried,"Macias, Reese and Pacheco Corp.",16.6,18827.0,096243130,Patricia Smith,Sibling,001-078-333-8704x29358
USLW-APP-20240519-284,2024-05-19,Personal,17121.0,Debt Consolidation,40.0,132-70-5666,Courtney Adams,1954-01-25,Other,Married,Bachelor's Degree,5912 Jensen Knoll Suite 538,New Zacharyside,Iowa,28378,672-041-4798x60392,pthomas@burton.com,Self-Employed,Barnett-Campbell LLC,8.0,12215.0,101875998,Megan Hunt,Parent,6529506609
USLW-APP-20240702-103,2024-07-02,Personal,49812.0,,35.0,515-22-1546,Matthew Wagner,2000-02-07,Female,Single,Doctorate,08501 Hicks Crossing Suite 523,Nicolestad,Iowa,49264,,leonfoster@santos.org,Salaried,"Patterson, Barajas and Phillips Corp.",22.8,2025.0,125645654,Lisa Brennan,Sibling,(101)522-2925x4347
USLW-APP-20240603-292,2024-06-03,,85299.0,Working Capital,64.0,367-36-3547,Adam Smith,1972-07-20,Female,Divorced,Associate's Degree,56542 Delgado Trafficway Apt. 464,Rodriguezside,Alaska,24405,939-055-9964x414,david06@brown-smith.net,Retired,,0.0,0.0,049899858,Alexa Morgan,Sibling,+1-216-619-9854x2998
USLW-APP-20240703-285,2024-07-03,Small Business,295785.0,Inventory,61.0,502-52-4826,Kelly Colon,1981-03-15,Male,Single,Master's Degree,89762 Ponce Crossing,New Thomasstad,West Virginia,,128-933-6630x5927,loweryelizabeth@ramirez-wilkins.com,Self-Employed,"Kelley, Hall and Callahan LLC",14.2,20128.0,092205473,,Sibling,841.582.4492
USLW-APP-20240526-142,2024-05-26,Small Business,92066.0,Expansion,33.0,513-46-2009,Thomas Sanders,1995-05-22,Female,Married,Master's Degree,78825 Martinez Trail,New Morganborough,Oklahoma,84768,001-085-502-6141x8139,bryanberry@roberts.com,Unemployed,,0.0,0.0,100739297,Jessica Warren,Friend,265-988-8790
USLW-APP-20250303-656,2025-03-03,Personal,2567.0,Education,22.0,176-12-1530,Diana Gallagher,1956-07-30,Female,Single,Bachelor's Degree,777 Erik Forest,North Jamesfurt,Alaska,49654,(576)355-6222x78288,cwright@mitchell.info,Hourly,Morrison-Johnson Corp.,29.3,7879.0,018932843,,Friend,(342)565-6189
USLW-APP-20240602-487,,Small Business,498579.0,Inventory,48.0,738-38-9481,Krystal Webb,1964-10-27,Female,Separated,Doctorate,5797 Sarah Rapid Apt. 675,East Kristaport,Rhode Island,60870,486-291-1063,hilllauren@gmail.com,Salaried,Vega Inc Corp.,14.6,14181.0,,Angela Turner,Parent,+1-701-138-2804x165
USLW-APP-20241224-353,2024-12-24,Personal,9628.0,Other,38.0,287-20-8388,Debra Moses,1984-10-10,Other,Widowed,Doctorate,840 Jones Pine,Ashleyview,Illinois,44816,8298765881,mclaughlinemily@roth.com,,Cabrera and Sons Corp.,1.2,28012.0,082740142,Sandra Wright,Spouse,+1-211-582-9733x1507
USLW-APP-20241201-799,2024-12-01,Personal,12955.0,Education,48.0,467-91-0702,Michael Howard,1995-03-11,Female,Single,Bachelor's Degree,73582 Young Ridges,,Alaska,38621,121-532-0890x1548,santospamela@woodward.com,Retired,,0.0,0.0,099844798,Danielle Mathis,Sibling,274.411.2498x4563
USLW-APP-20241224-870,2024-12-24,Personal,25830.0,Vacation,44.0,028-68-3444,Dawn Hubbard,2003-06-03,Female,Separated,,464 Carolyn Prairie Suite 016,Samuelborough,South Dakota,27142,(808)490-1170x9387,kwoodward@hotmail.com,Salaried,Walker-Williams Corp.,23.7,9116.0,031916752,Jennifer Mcgee,Spouse,+1-499-449-0933
USLW-APP-20241016-397,2024-10-16,,179997.0,Home Purchase,248.0,252-12-0649,Jenny Becker,1949-08-13,Other,Married,High School Diploma,114 Nancy Neck,New Joshuamouth,West Virginia,64915,(308)713-2370x608,morganalicia@andrews-jones.org,Salaried,"Wise, Paul and Jackson Corp.",4.3,14906.0,105720528,Aaron Aguilar,Spouse,001-950-374-3687x18572
USLW-APP-20250120-635,2025-01-20,Personal,,,24.0,078-18-6979,Mary Long,1974-03-10,Male,Married,Doctorate,142 Kent Estate,Lake Jamestown,Montana,69444,(387)833-0180x647,brownwilliam@hoffman.com,Self-Employed,Cervantes PLC LLC,3.1,5040.0,095679129,Jennifer Carter,Parent,(475)157-0282x917
USLW-APP-20240617-149,2024-06-17,Mortgage,711509.0,Home Purchase,231.0,638-30-0968,Patricia Conley,,Female,Separated,Some College,12806 Henry Track Apt. 154,Isaiahmouth,Kansas,69579,487-734-7902x9992,amy07@simmons.com,Salaried,,18.6,23735.0,030745597,Shawn Wilkins,Sibling,+1-045-255-6445
USLW-APP-20240621-661,2024-06-21,Personal,44226.0,Other,40.0,162-82-7500,Mr. Steven Wagner DDS,1975-03-20,Male,Single,Doctorate,58370 Alyssa Common,Hicksfort,Oklahoma,68203,070-177-5859,lrangel@carpenter-moore.net,Salaried,"Brown, Haynes and Ramirez Corp.",4.4,19349.0,,Micheal Downs,,755.222.2543x445
USLW-APP-20240718-990,2024-07-18,Auto,19096.0,Refinance,24.0,489-64-8826,Dr. Richard Erickson,1988-01-08,Female,Separated,Doctorate,9779 Wilkerson View Apt. 280,Gibbsstad,Wisconsin,55641,958.008.3319x075,elizabeth41@bell-oneal.com,Self-Employed,"Davidson, Patel and Wilson LLC",10.1,18109.0,040851015,William Miller,Friend,816.261.9496
USLW-APP-20240407-312,2024-04-07,Small Business,304172.0,Equipment Purchase,82.0,235-66-7959,Cynthia Parker,1953-04-24,Female,Separated,Bachelor's Degree,39369 Parker Parkways,East Susanchester,Oregon,39904,+1-085-781-6910x58117,rebekah73@hotmail.com,Salaried,"Alexander, Howard and Reynolds Corp.",12.6,18789.0,020977977,Michael Beltran,,+1-720-858-6700x47028
USLW-APP-20241012-220,2024-10-12,Small Business,,Startup Costs,33.0,165-12-6724,Alexandra Ortiz,1981-11-29,,Widowed,Master's Degree,942 Michael Burgs Apt. 533,Matthewview,Rhode Island,97174,(671)559-0125,tammie06@yahoo.com,Salaried,Lyons-Campbell Corp.,23.3,12950.0,125612506,Brian Green,Sibling,001-948-721-4510x0473
USLW-APP-20241214-343,2024-12-14,Personal,17325.0,Medical Expenses,36.0,257-82-3650,Daniel Pace,1988-05-15,Female,Divorced,Doctorate,6987 Michael Villages Suite 809,Vangborough,South Dakota,80294,064.444.2650x81995,josemartinez@barnett.com,Hourly,Lee-Patel Corp.,28.2,21875.0,039487416,Raven Fry,Sibling,975.626.3297
USLW-APP-20241103-315,2024-11-03,Small Business,394092.0,Startup Costs,70.0,820-40-3374,Stephanie Johnson,1987-05-06,Other,Married,Some College,21449 Carrie Via Suite 457,Greenport,North Carolina,20790,(923)448-6894x7122,allisonsmith@yahoo.com,Hourly,"Walsh, Sullivan and Tucker Corp.",16.3,12880.0,051104997,Gregory Stewart,Parent,001-907-037-9726
USLW-APP-20241021-955,2024-10-21,Personal,6211.0,Medical Expenses,46.0,772-66-9017,Erika Harrison,1949-05-18,Other,Single,Master's Degree,93837 April Knolls,Michaelstad,Florida,35912,+1-045-682-6360x395,rhodge@mitchell-taylor.com,Unemployed,,0.0,0.0,070665608,Matthew Barnes,Spouse,
USLW-APP-20240610-305,2024-06-10,,35363.0,Vacation,22.0,886-70-9936,Angela Sullivan,1969-04-22,Male,Married,Master's Degree,585 Judy Field Apt. 970,Pamelaview,,22684,276-472-3940x670,andrewsfelicia@fox.com,Self-Employed,"Jackson, Doyle and Cohen LLC",2.7,4656.0,055964078,Phillip Mcclure,Sibling,001-194-694-0449x3355
USLW-APP-20250401-868,2025-04-01,Personal,6369.0,Debt Consolidation,26.0,,Brianna Roberts,1981-10-28,Male,Divorced,Associate's Degree,44499 Barajas Shore,Bassburgh,Oklahoma,18301,+10657890004,david48@joseph.com,Salaried,Barr LLC Corp.,20.7,7157.0,041468452,Robert Brewer,Parent,804.075.9151x5243
,2024-05-30,Personal,7971.0,Medical Expenses,12.0,795-94-3490,Christopher Montoya,1971-06-26,Other,Widowed,High School Diploma,60491 Lee Gardens,Reynoldsmouth,Florida,,727-643-6087x823,glennkristen@rivas.org,Salaried,Miranda Ltd Corp.,6.8,2507.0,080844561,,Spouse,+1-755-774-5466x9249
USLW-APP-20241204-157,2024-12-04,Mortgage,719038.0,,202.0,125-77-2173,Matthew Gregory,2004-08-14,Other,Separated,Master's Degree,2946 Ann Mountain Suite 135,,Kansas,33605,001-858-805-7853x06373,jeffreygarcia@gmail.com,Salaried,Green-Rosario Corp.,4.9,25662.0,041630688,Amy Jackson,Sibling,(886)505-7067
USLW-APP-20250305-742,2025-03-05,,62332.0,Inventory,28.0,252-02-8461,Daniel Joseph,1968-08-26,Male,Widowed,Associate's Degree,12636 Guzman Lock,Garretthaven,Oklahoma,99741,961-721-8965x881,rcarter@allen.biz,Salaried,Burke LLC Corp.,14.4,19966.0,,,Sibling,(685)641-1138x407
USLW-APP-20240603-361,2024-06-03,Personal,39165.0,Medical Expenses,14.0,552-36-1797,David Santos,1972-01-15,Female,Widowed,High School Diploma,4463 Aguilar Causeway,Montgomerytown,Oklahoma,40900,349-560-7962x48710,,Salaried,Ross-Murphy Corp.,6.3,25397.0,082257208,Kimberly English,Friend,
USLW-APP-20250217-852,2025-02-17,Auto,21773.0,Used Car Purchase,68.0,503-17-6032,Jeffrey Johnson,2002-09-26,Other,Separated,High School Diploma,910 Robinson Stravenue Suite 483,Randyberg,Ohio,,248-716-0055x26993,rachaelwilliams@hotmail.com,Retired,,0.0,0.0,016180956,Andrea Hoffman,Friend,715.947.3092x55759
USLW-APP-20241218-624,2024-12-18,Personal,43438.0,,32.0,347-98-9821,Kevin Lambert,1989-03-31,Male,Married,,95477 Short Manors,West Phyllisstad,Virginia,22952,001-698-335-7906,adamshaw@huynh.com,Salaried,Cabrera-Wade Corp.,16.3,2995.0,016259337,Kevin Rivera,Sibling,353-344-5797x766
USLW-APP-20250201-277,2025-02-01,Small Business,217904.0,Working Capital,76.0,399-04-0671,Theresa Sanchez,1992-06-23,,Married,Bachelor's Degree,30280 Michael Shoals,Petersonside,Nevada,74366,9428818987,christopher53@yahoo.com,,Kennedy-Padilla Corp.,7.3,7347.0,126017388,Mariah Anderson,,001-847-164-1384
USLW-APP-20250120-454,2025-01-20,Personal,20039.0,Education,57.0,830-09-3708,Tiffany Scott,1966-03-28,Other,Single,Bachelor's Degree,58609 Diaz Summit Apt. 020,Riosmouth,Michigan,82794,+1-366-641-7108,davisjacqueline@watson-evans.com,Salaried,Welch-Cox Corp.,3.9,27883.0,124715873,Steven Porter,Sibling,375.592.0186
USLW-APP-20241203-771,2024-12-03,Small Business,69818.0,Inventory,47.0,538-23-0704,Morgan Perez,1997-07-14,Female,Married,Some College,360 Wells Ridges Apt. 558,East James,South Dakota,50958,(092)255-9947,pnixon@weaver-rice.org,Salaried,Taylor-Garcia Corp.,15.4,18489.0,100858000,Kristen Perez,Friend,(803)331-5883x23566
USLW-APP-20240514-949,2024-05-14,Small Business,158850.0,Expansion,60.0,199-09-1075,Ashley Rivera,,Female,Separated,Doctorate,5245 Dean Camp,Garciaberg,Texas,11056,145.107.8560x922,james60@casey.com,Self-Employed,"Bennett, Anderson and Davis LLC",6.7,24514.0,101983741,Karen Fernandez,Parent,(581)975-2087x667
USLW-APP-20240903-448,2024-09-03,Mortgage,687364.0,Refinance,317.0,663-60-5924,Mark Green,1993-03-20,Other,Separated,Bachelor's Degree,4637 Clark Locks Apt. 433,Lake Davidmouth,Rhode Island,38981,(748)757-7037,alvarezjason@coleman.com,Retired,,0.0,0.0,037028178,,Friend,737-105-9051
USLW-APP-20240610-598,2024-06-10,Mortgage,776261.0,Refinance,180.0,522-32-3280,Amber Jones,1985-09-21,Female,Separated,High School Diploma,3487 Matthew Track,Josephbury,Illinois,77205,,jonathanmedina@tran.com,Salaried,"Brewer, Kim and Romero Corp.",,17294.0,126285631,Daniel Lynch,Sibling,281-977-5230x722
USLW-APP-20241128-866,2024-11-28,Personal,43948.0,Medical Expenses,54.0,822-79-4711,Jeffrey Thomas,1993-07-29,Female,Married,Some College,993 Matthew Circle,New Rebeccabury,Illinois,76999,162-338-6346x36872,kathleen09@yahoo.com,Hourly,Moore-Ferguson Corp.,28.0,19977.0,071984029,Kimberly King,Spouse,+1-818-089-5759x4048
USLW-APP-20240719-425,2024-07-19,Small Business,281904.0,Equipment Purchase,28.0,138-22-7683,Kelly Harrison,1997-08-03,Other,Widowed,Associate's Degree,421 Jenny Village Apt. 606,,Mississippi,38546,(052)210-0056x738,alexis91@yahoo.com,Self-Employed,Montgomery and Sons LLC,16.6,20184.0,050973035,Jessica Pruitt,Spouse,870-007-4787x34865
USLW-APP-20240712-522,,Small Business,123521.0,Expansion,66.0,107-45-5868,Bradley Acevedo,1998-04-16,Other,Widowed,Some College,11020 Johnson Roads,Williamsland,New Mexico,42918,256-129-2721,robert87@davidson-mcdonald.com,Self-Employed,Dorsey-Hughes LLC,18.1,17191.0,043084449,Misty Jackson,Sibling,254.735.9611
USLW-APP-20250121-567,2025-01-21,Auto,67343.0,Refinance,58.0,039-44-5919,,1950-01-06,Male,Married,Doctorate,0729 Derek Branch Apt. 192,Fitzpatrickmouth,Iowa,78125,(984)538-1389x2060,melanie87@shepherd.com,Salaried,Hill Group Corp.,26.3,22980.0,,Anthony Ewing,Parent,001-498-140-1185x109
USLW-APP-20241009-292,2024-10-09,Personal,2183.0,Other,41.0,496-40-4065,Eric Lee,1992-05-17,Other,Widowed,Master's Degree,47419 Alejandro Manors,Lake Amberville,Iowa,58658,765-115-5390x246,ashley63@hernandez-mcdonald.biz,Hourly,Little Group Corp.,,17232.0,017922650,Maurice Kennedy,Parent,+1-897-178-2929x812
USLW-APP-20250126-232,2025-01-26,Personal,12944.0,Vacation,49.0,642-29-6627,MATTHEW SMITH,,Other,,Associate's Degree,911 Williams Coves Apt. 259,Lake Tyrone,,39250,0010146390531x22475,manninggregory@perez-taylor.com,Salaried,"Porter, Jones and Martin Corp.",26.9,20705.0,127388456,Steve Harvey,Spouse,(868)413-5729x8994
USLW-APP-20240630-665,2024-06-30,Small Business,27031.0,Inventory,29.0,898-80-4578,Sheila Sloan,,Female,Widowed,Doctorate,38470 James Turnpike Apt. 600,Port Andrew,Nevada,59397,415-974-1557x7399,larry56@gmail.com,Salaried,Lopez-Stevenson Corp.,18.1,6741.0,064382337,,Spouse,001-306-904-8500x73376
USLW-APP-20240628-775,2024-06-28,Personal,17915.0,Other,52.0,568-09-9653,Danielle Gallegos,1992-11-18,Other,Married,Doctorate,7571 Monica Valleys Apt. 237,Wongfurt,California,53002,(862)296-3155x097,gchan@yahoo.com,Salaried,Hoover Group Corp.,16.7,21063.0,014591194,Daniel Peterson,Parent,(515)014-0723x23745
USLW-APP-20240729-651,2024-07-29,Personal,35672.0,Debt Consolidation,44.0,661-91-6783,Christopher Macdonald,1986-07-31,Female,Widowed,Master's Degree,368 Kirk Manors,South Shellyshire,,21965,,jsnyder@rollins.com,Hourly,"Hicks, Steele and Martin Corp.",10.1,15658.0,099968658,Brenda Simmons,Spouse,770.563.7172
USLW-APP-20241003-944,2024-10-03,Small Business,475189.0,Equipment Purchase,66.0,115-49-5046,Michael Smith,1970-07-31,Female,Married,Master's Degree,0678 Ray Viaduct,New Destinyhaven,Oklahoma,98199,001-587-984-9713x31286,fosterchristopher@velasquez.org,Salaried,Moore-Carpenter Corp.,,25852.0,127984795,Mr. Jose Mcdonald Jr.,Parent,204-514-1118x393
USLW-APP-20241203-453,2024-12-03,Small Business,119728.0,Inventory,55.0,349-81-0910,Sonya Thomas,1990-09-01,Other,Divorced,Master's Degree,848 Brewer Squares,North Michaeltown,Michigan,87027,(249)832-1304x364,james82@hotmail.com,Salaried,Parker-Love Corp.,17.1,26775.0,128145834,Shawn Mcdonald,Friend,(202)524-1505x207
USLW-APP-20240531-228,2024-05-31,,1030.0,Education,29.0,875-32-8475,Colleen Ruiz,2003-05-11,Other,Divorced,Bachelor's Degree,9170 Anderson Junctions Apt. 510,Vazquezmouth,California,16322,001-280-623-0338,kashley@yahoo.com,Salaried,,10.6,22105.0,,Michele Martin,Spouse,
USLW-APP-20250322-299,2025-03-22,Small Business,242998.0,Expansion,81.0,762-63-6123,Jason Padilla,1969-03-12,Other,Single,Bachelor's Degree,28359 Alejandro Club,North James,,96353,001-309-017-6172,alexander26@hotmail.com,Salaried,,29.5,6943.0,,Kimberly Allen,,834.657.0016x72235
USLW-APP-20250219-998,2025-02-19,Personal,19546.0,Education,53.0,405-14-2082,Laura Ford,1965-04-27,Other,Married,Master's Degree,4518 Mark Run Apt. 222,Stevechester,,83977,001-874-381-6774x8484,leezachary@gmail.com,Salaried,Deleon PLC Corp.,9.6,20004.0,059709255,Victoria Walker,Sibling,717.982.3308x052
USLW-APP-20241120-924,,Auto,68595.0,Used Car Purchase,52.0,764-99-5087,Douglas Neal,1967-10-08,Male,Single,Master's Degree,880 Ponce Groves,Greenstad,West Virginia,70489,+1-656-021-4415x40103,nharris@yahoo.com,Hourly,"Roberts, Smith and Baker Corp.",13.7,14543.0,107025425,Gary Oconnor,Friend,843.746.7050x95965
USLW-APP-20250319-324,2025-03-19,Personal,34082.0,Medical Expenses,45.0,234-50-2064,Jennifer Moses,1987-02-22,Male,Separated,Master's Degree,1849 Karen Shoal Suite 082,Bowenmouth,Oregon,32480,+1-482-645-4497x25340,jamesanderson@harrison.org,Self-Employed,"Sanchez, Wallace and Warren LLC",10.5,16166.0,036848595,Jennifer Villarreal,Spouse,+1-986-122-2531x5282
USLW-APP-20240814-996,2024-08-14,Small Business,378458.0,Startup Costs,57.0,728-79-9726,David Elliott,1963-06-13,,Married,Associate's Degree,0510 Stafford Orchard,Tylerborough,Oklahoma,03537,001-542-976-4995x36682,christopher98@hotmail.com,Self-Employed,Beck-Dickerson LLC,2.0,12886.0,016034112,Kim Bartlett,Sibling,(194)355-5347
USLW-APP-20240808-617,2024-08-08,Personal,21850.0,Medical Expenses,46.0,158-28-2397,Jeffrey Davis,1979-12-11,Other,Separated,Associate's Degree,066 Peterson Cliffs,Evelynside,Wisconsin,47990,776.319.2048x7489,karenjones@hotmail.com,Self-Employed,"Green, Anthony and Brown LLC",11.4,23958.0,100120961,Jacob Baker,Sibling,630-686-7145
USLW-APP-20250102-977,2025-01-02,Auto,53725.0,Used Car Purchase,48.0,813-86-6967,Joshua Baker,1985-02-11,Female,Single,Master's Degree,019 Vincent Avenue,Robertview,South Dakota,66019,104.047.7108,robinsonpeter@moore.com,Hourly,Wu and Sons Corp.,13.5,22428.0,044653109,,Friend,1049163095
